METADATA

SEPARATOR COMMA
FIELD_LABELS,Class,Order,Family,Subfamily,Genus,Species,Virus name(s)
NC_027358,Caudoviricetes,,,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus Ln9,Leuconostoc phage Ln-9
NC_024386,Caudoviricetes,,,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus LN25,Leuconostoc phage LN25
NC_024388,Caudoviricetes,,,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus LN34,Leuconostoc phage LN34
NC_027987,Caudoviricetes,,,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus uv1A4,Leuconostoc phage 1-A4
NC_054450,Caudoviricetes,,,Nclasvirinae,Charlievirus,Charlievirus Aggie,Mycobacterium phage Aggie
NC_054452,Caudoviricetes,,,Nclasvirinae,Charlievirus,Charlievirus Andies,Mycobacterium phage Andies
NC_021061,Caudoviricetes,,,Nclasvirinae,Charlievirus,Charlievirus butters,Mycobacterium phage Butters
NC_023729,Caudoviricetes,,,Nclasvirinae,Charlievirus,Charlievirus Charlie,Mycobacterium phage Charlie
NC_054453,Caudoviricetes,,,Nclasvirinae,Charlievirus,Charlievirus Fulbright,Mycobacterium phage Fulbright
NC_054456,Caudoviricetes,,,Nclasvirinae,Charlievirus,Charlievirus Jamie19,Mycobacterium phage Jamie19
NC_054451,Caudoviricetes,,,Nclasvirinae,Charlievirus,Charlievirus Kevin1,Mycobacterium phage Kevin1
NC_023572,Caudoviricetes,,,Nclasvirinae,Charlievirus,Charlievirus michellemybell,Mycobacterium phage MichelleMyBell
NC_031281,Caudoviricetes,,,Nclasvirinae,Charlievirus,Charlievirus panchino,Mycobacterium phage Panchino
NC_054449,Caudoviricetes,,,Nclasvirinae,Charlievirus,Charlievirus Philonius,Mycobacterium phage Philonius
NC_031266,Caudoviricetes,,,Nclasvirinae,Charlievirus,Charlievirus phrann,Mycobacterium phage Phrann
NC_042055,Caudoviricetes,,,Nclasvirinae,Charlievirus,Charlievirus Pipsqueaks,Mycobacterium phage Pipsqueaks
NC_054448,Caudoviricetes,,,Nclasvirinae,Charlievirus,Charlievirus Raymond7,Mycobacterium phage Raymond7
NC_054454,Caudoviricetes,,,Nclasvirinae,Charlievirus,Charlievirus Rebel,Mycobacterium phage Rebel
NC_023730,Caudoviricetes,,,Nclasvirinae,Charlievirus,Charlievirus redi,Mycobacterium phage Redi
NC_041882,Caudoviricetes,,,Nclasvirinae,Charlievirus,Charlievirus skinnypete,Mycobacterium phage SkinnyPete
NC_054455,Caudoviricetes,,,Nclasvirinae,Charlievirus,Charlievirus Tapioca,Mycobacterium phage Tapioca
NC_031243,Caudoviricetes,,,Nclasvirinae,Charlievirus,Charlievirus Xeno,Mycobacterium phage Xeno
NC_031226,Caudoviricetes,,,Nymbaxtervirinae,Baxterfoxvirus,Baxtervirus baxterfox,Gordonia phage BaxterFox
NC_031269,Caudoviricetes,,,Nymbaxtervirinae,Baxterfoxvirus,Baxtervirus yeezy,Gordonia phage Yeezy
NC_031233,Caudoviricetes,,,Nymbaxtervirinae,Nymphadoravirus,Nymphadoravirus kita,Gordonia phage Kita
NC_031061,Caudoviricetes,,,Nymbaxtervirinae,Nymphadoravirus,Nymphadoravirus nymphadora,Gordonia phage Nymphadora
NC_031097,Caudoviricetes,,,Nymbaxtervirinae,Nymphadoravirus,Nymphadoravirus zirinka,Gordonia phage Zirinka
NC_031082,Caudoviricetes,,,Ounavirinae,Felixounavirus,Felixounavirus Alf5,Escherichia phage vB_EcoM_Alf5
NC_028825,Caudoviricetes,,,Ounavirinae,Felixounavirus,Felixounavirus AYO145A,Escherichia phage vB_EcoM_AYO145A
NC_031939,Caudoviricetes,,,Ounavirinae,Felixounavirus,Felixounavirus BPS15Q2,Salmonella phage BPS15Q2
NC_042096,Caudoviricetes,,,Ounavirinae,Felixounavirus,Felixounavirus BPS17L1,Salmonella phage BPS17L1
NC_042097,Caudoviricetes,,,Ounavirinae,Felixounavirus,Felixounavirus BPS17W1,Salmonella phage BPS17W1
NC_027369,Caudoviricetes,,,Ounavirinae,Felixounavirus,Felixounavirus EC6,Escherichia phage EC6
NC_005282,Caudoviricetes,,,Ounavirinae,Felixounavirus,Felixounavirus felixO1,Salmonella phage Felix01
NC_028872,Caudoviricetes,,,Ounavirinae,Felixounavirus,Felixounavirus HY02,Escherichia phage HY02
NC_029023,Caudoviricetes,,,Ounavirinae,Felixounavirus,Felixounavirus JH2,Escherichia phage JH2
NC_041923,Caudoviricetes,,,Ounavirinae,Felixounavirus,Felixounavirus mushroom,Salmonella phage Mushroom
NC_041922,Caudoviricetes,,,Ounavirinae,Felixounavirus,Felixounavirus Si3,Salmonella phage Si3
NC_027329,Caudoviricetes,,,Ounavirinae,Felixounavirus,Felixounavirus SP116,Salmonella phage vB_SPuM_SP116
NC_041979,Caudoviricetes,,,Ounavirinae,Felixounavirus,Felixounavirus TP1,Escherichia typing phage 1
NC_027360,Caudoviricetes,,,Ounavirinae,Felixounavirus,Felixounavirus UAB87,Enterobacteriaphage UAB_Phi87
NC_027337,Caudoviricetes,,,Ounavirinae,Felixounavirus,Felixounavirus VpaE1,Escherichia phage vB_EcoM-VpaE1
NC_012749,Caudoviricetes,,,Ounavirinae,Felixounavirus,Felixounavirus wV8,Escherichia phage wV8
NC_011811,Caudoviricetes,,,Ounavirinae,Kolesnikvirus,Kolesnikvirus Ea214,Erwinia phage phiEa21-4
NC_041978,Caudoviricetes,,,Ounavirinae,Kolesnikvirus,Kolesnikvirus M7,Erwinia phage vB_EamM-M7
NC_027293,Caudoviricetes,,,Ounavirinae,Mooglevirus,Mooglevirus moogle,Citrobacter phage Moogle
NC_041977,Caudoviricetes,,,Ounavirinae,Mooglevirus,Mooglevirus mordin,Citrobacter phage Mordin
NC_042017,Caudoviricetes,,,Ounavirinae,Mooglevirus,Mooglevirus Sf13,Shigella phage Sf13
NC_042075,Caudoviricetes,,,Ounavirinae,Mooglevirus,Mooglevirus Sf14,Shigella phage Sf14
NC_042076,Caudoviricetes,,,Ounavirinae,Mooglevirus,Mooglevirus Sf17,Shigella phage Sf17
NC_028808,Caudoviricetes,,,Ounavirinae,Suspvirus,Suspvirus SUSP1,Escherichia phage phiSUSP1
NC_028935,Caudoviricetes,,,Ounavirinae,Suspvirus,Suspvirus SUSP2,Escherichia phage phiSUSP2
NC_023692,Caudoviricetes,,,Pclasvirinae,Bignuzvirus,Bignuzvirus bignuz,Mycobacterium phage BigNuz
NC_051736,Caudoviricetes,,,Pclasvirinae,Fishburnevirus,Fishburnevirus arib1,Mycobacterium phage Arib1
NC_051729,Caudoviricetes,,,Pclasvirinae,Fishburnevirus,Fishburnevirus atcoo,Mycobacterium phage Atcoo
NC_051734,Caudoviricetes,,,Pclasvirinae,Fishburnevirus,Fishburnevirus bartholomew,Mycobacterium phage Bartholomew
NC_028747,Caudoviricetes,,,Pclasvirinae,Fishburnevirus,Fishburnevirus brusacoram,Mycobacterium phage Brusacoram
NC_023552,Caudoviricetes,,,Pclasvirinae,Fishburnevirus,Fishburnevirus donovan,Mycobacterium phage Donovan
NC_051735,Caudoviricetes,,,Pclasvirinae,Fishburnevirus,Fishburnevirus firstplacepfu,Mycobacterium phage FirstPlacePfu
NC_021302,Caudoviricetes,,,Pclasvirinae,Fishburnevirus,Fishburnevirus fishburne,Mycobacterium phage Fishburne
NC_051731,Caudoviricetes,,,Pclasvirinae,Fishburnevirus,Fishburnevirus greaselightnin,Mycobacterium phage GreaseLightnin
NC_041969,Caudoviricetes,,,Pclasvirinae,Fishburnevirus,Fishburnevirus jebeks,Mycobacterium phage Jebeks
NC_051730,Caudoviricetes,,,Pclasvirinae,Fishburnevirus,Fishburnevirus jung,Mycobacterium phage Jung
NC_053209,Caudoviricetes,,,Pclasvirinae,Fishburnevirus,Fishburnevirus kilkor,Mycobacterium phage KilKor
NC_051732,Caudoviricetes,,,Pclasvirinae,Fishburnevirus,Fishburnevirus ksquared,Mycobacterium phage Ksquared
NC_051737,Caudoviricetes,,,Pclasvirinae,Fishburnevirus,Fishburnevirus majeke,Mycobacterium phage Majeke
NC_026605,Caudoviricetes,,,Pclasvirinae,Fishburnevirus,Fishburnevirus malithi,Mycobacterium phage Malithi
NC_031261,Caudoviricetes,,,Pclasvirinae,Fishburnevirus,Fishburnevirus shipwreck,Mycobacterium phage Shipwreck
NC_051727,Caudoviricetes,,,Pclasvirinae,Fishburnevirus,Fishburnevirus willsammy,Mycobacterium phage Willsammy
NC_028796,Caudoviricetes,,,Pclasvirinae,Phayoncevirus,Phayoncevirus phayonce,Mycobacterium phage Phayonce
NC_051738,Caudoviricetes,,,Pclasvirinae,Phayoncevirus,Phayoncevirus thulathula,Mycobacterium phage ThulaThula
NC_051739,Caudoviricetes,,,Pclasvirinae,Purkyvirus,Purkyvirus purky,Mycobacterium phage Purky
NC_041888,Caudoviricetes,,,Pclasvirinae,Tortellinivirus,Mycobacterium virus Tortellini,Mycobacterium phage Tortellini
NC_051740,Caudoviricetes,,,Pclasvirinae,Xaviavirus,Xaviavirus xavia,Mycobacterium phage Xavia
NC_048878,Caudoviricetes,,,Queuovirinae,Amoyvirus,Amoyvirus R7M,vB_AcoS-R7M
NC_070971,Caudoviricetes,,,Queuovirinae,Iggyvirus,Iggyvirus PBPA162,Pseudomonas virus PBPA162
NC_031058,Caudoviricetes,,,Queuovirinae,Nipunavirus,Nipunavirus NP1,Pseudomonas phage NP1
NC_041953,Caudoviricetes,,,Queuovirinae,Nipunavirus,Nipunavirus PaMx25,Pseudomonas phage PaMx25
NC_029021,Caudoviricetes,,,Queuovirinae,Nonagvirus,Nonagvirus JenK1,Enterobacteria phage JenK1
NC_029028,Caudoviricetes,,,Queuovirinae,Nonagvirus,Nonagvirus JenP1,Enterobacteria phage JenP1
NC_028997,Caudoviricetes,,,Queuovirinae,Nonagvirus,Nonagvirus JenP2,Enterobacteria phage JenP2
NC_024146,Caudoviricetes,,,Queuovirinae,Nonagvirus,Nonagvirus nv9g,Enterobacteria phage 9g
NC_042025,Caudoviricetes,,,Queuovirinae,Nonagvirus,Nonagvirus SE1Kor,Salmonella phage SE1Kor
NC_028776,Caudoviricetes,,,Queuovirinae,Seuratvirus,Seuratvirus cajan,Escherichia phage CAjan
NC_027378,Caudoviricetes,,,Queuovirinae,Seuratvirus,Seuratvirus seurat,Escherichia phage Seurat
NC_054434,Caudoviricetes,,,Ruthgordonvirinae,Catfishvirus,Catfishvirus catfish,Gordonia phage Catfish
NC_054435,Caudoviricetes,,,Ruthgordonvirinae,Dardanusvirus,Dardanusvirus dardanus,Gordonia phage Dardanus
NC_030932,Caudoviricetes,,,Ruthgordonvirinae,Gesputvirus,Gesputvirus gsput1,Gordonia phage Gsput1
NC_054436,Caudoviricetes,,,Ruthgordonvirinae,Schmidtvirus,Schmidtvirus schmidt,Gordonia phage Schmidt
NC_054437,Caudoviricetes,,,Ruthgordonvirinae,Tinalinvirus,Tinalinvirus tinalin,Gordonia phage TinaLin
NC_054438,Caudoviricetes,,,Ruthgordonvirinae,Vendettavirus,Vendettavirus tzgordon,Gordonia phage TZGordon
NC_030911,Caudoviricetes,,,Ruthgordonvirinae,Vendettavirus,Vendettavirus vendetta,Gordonia phage Vendetta
NC_029120,Caudoviricetes,,,Sepvirinae,Diegovirus,Diegovirus dv7502Stx,Shigella phage 75/02 Stx
NC_025434,Caudoviricetes,,,Sepvirinae,Diegovirus,Diegovirus POCJ13,Shigella phage POCJ13
NC_049918,Caudoviricetes,,,Sepvirinae,Oslovirus,Oslovirus ArgO145,Escherichia phage ArgO145
NC_049917,Caudoviricetes,,,Sepvirinae,Oslovirus,Oslovirus Lyz12581Vzw,Escherichia phage Lyz12581Vzw
NC_028660,Caudoviricetes,,,Sepvirinae,Oslovirus,Oslovirus ov191,Escherichia phage phi191
NC_028449,Caudoviricetes,,,Sepvirinae,Oslovirus,Oslovirus PA2,Escherichia phage PA2
NC_019442,Caudoviricetes,,,Sepvirinae,Oslovirus,Oslovirus TL2011,Escherichia phage TL-2011c
NC_028685,Caudoviricetes,,,Sepvirinae,Oslovirus,Oslovirus VASD,Shigella phage Ss-VASD
NC_049920,Caudoviricetes,,,Sepvirinae,Traversvirus,Traversvirus AU5Stx1,Stx1 converting phage AU5Stx1
NC_049921,Caudoviricetes,,,Sepvirinae,Traversvirus,Traversvirus AU6Stx1,Stx1 converting phage AU6Stx1
NC_049924,Caudoviricetes,,,Sepvirinae,Traversvirus,Traversvirus F451,Stx2-converting phage Stx2a_F451
NC_004914,Caudoviricetes,,,Sepvirinae,Traversvirus,Traversvirus II,Escherichia phage Stx2 II
NC_010237,Caudoviricetes,,,Sepvirinae,Traversvirus,Traversvirus min27,Escherichia phage Min27
NC_049925,Caudoviricetes,,,Sepvirinae,Traversvirus,Traversvirus P27,Stx converting phage vB_EcoS_P27
NC_041935,Caudoviricetes,,,Sepvirinae,Traversvirus,Traversvirus PA28,Escherichia phage PA28
NC_049919,Caudoviricetes,,,Sepvirinae,Traversvirus,Traversvirus SH2026Stx1,Escherichia phage SH2026Stx1
NC_049922,Caudoviricetes,,,Sepvirinae,Traversvirus,Traversvirus ST28624,Stx converting phage vB_EcoS_ST2-8624
NC_008464,Caudoviricetes,,,Sepvirinae,Traversvirus,Traversvirus tv86,Stx2-converting phage 86
NC_027984,Caudoviricetes,,,Sepvirinae,Traversvirus,Traversvirus tv24B,Escherichia phage vB_EcoP_24B
NC_000924,Caudoviricetes,,,Sepvirinae,Traversvirus,Traversvirus tv933W,Escherichia phage 933W
NC_049923,Caudoviricetes,,,Sepvirinae,Traversvirus,Traversvirus WGPS9,Stx2-converting phage Stx2a_WGPS9
NC_048640,Caudoviricetes,,,Skryabinvirinae,Bembunaquatrovirus,Bembunaquatrovirus BMBtp14,Bacillus phage vB_BtS_BMBtp14
NC_048762,Caudoviricetes,,,Skryabinvirinae,Pushchinovirus,Pushchinovirus B83,Bacillus phage vB_BtS_B83
NC_019918,Caudoviricetes,,,Skurskavirinae,Pakpunavirus,Pakpunavirus CAb1,Pseudomonas phage vB_PaeM_C2-10_Ab1
NC_042113,Caudoviricetes,,,Skurskavirinae,Pakpunavirus,Pakpunavirus CAb02,Pseudomonas phage vB_PaeM_C2-10_Ab02
NC_019450,Caudoviricetes,,,Skurskavirinae,Pakpunavirus,Pakpunavirus JG004,Pseudomonas phage JG004
NC_031073,Caudoviricetes,,,Skurskavirinae,Pakpunavirus,Pakpunavirus MAG1,Pseudomonas phage vB_PaeM_MAG1
NC_031110,Caudoviricetes,,,Skurskavirinae,Pakpunavirus,Pakpunavirus MK,Pseudomonas phage phiMK
NC_041903,Caudoviricetes,,,Skurskavirinae,Pakpunavirus,Pakpunavirus PA10,Pseudomonas phage PA10
NC_015294,Caudoviricetes,,,Skurskavirinae,Pakpunavirus,Pakpunavirus PAKP1,Pseudomonas phage PAK_P1
NC_022967,Caudoviricetes,,,Skurskavirinae,Pakpunavirus,Pakpunavirus PAKP2,Pseudomonas phage PAK_P2
NC_022986,Caudoviricetes,,,Skurskavirinae,Pakpunavirus,Pakpunavirus PAKP4,Pseudomonas phage PAK_P4
NC_019913,Caudoviricetes,,,Skurskavirinae,Pakpunavirus,Pakpunavirus PaP1,Pseudomonas phage PaP1
NC_041904,Caudoviricetes,,,Skurskavirinae,Pakpunavirus,Pakpunavirus zigelbrucke,Pseudomonas phage Zigelbrucke
NC_052655,Caudoviricetes,,,Stephanstirmvirinae,Justusliebigvirus,Justusliebigvirus alia,Escherichia phage alia
NC_052657,Caudoviricetes,,,Stephanstirmvirinae,Justusliebigvirus,Justusliebigvirus muut,Escherichia phage muut
NC_052653,Caudoviricetes,,,Stephanstirmvirinae,Justusliebigvirus,Justusliebigvirus PD06,Escherichia phage vB_vPM_PD06
NC_052652,Caudoviricetes,,,Stephanstirmvirinae,Justusliebigvirus,Justusliebigvirus PHB05,Escherichia phage vB_EcoM_PHB05
NC_023693,Caudoviricetes,,,Stephanstirmvirinae,Justusliebigvirus,Justusliebigvirus phi92,Escherichia phage phi92
NC_052663,Caudoviricetes,,,Stephanstirmvirinae,Justusliebigvirus,Justusliebigvirus VEcB,Escherichia phage VEcB
NC_047770,Caudoviricetes,,,Stephanstirmvirinae,Phapecoctavirus,Escherichia phage ESCO13,Escherichia phage ESCO13
NC_020079,Caudoviricetes,,,Stephanstirmvirinae,Phapecoctavirus,Escherichia virus phAPEC8,Escherichia phage phAPEC8
NC_048196,Caudoviricetes,,,Stephanstirmvirinae,Phapecoctavirus,Escherichia virus Schickermooser,Escherichia phage vB_EcoM_Schickermooser
NC_047994,Caudoviricetes,,,Stephanstirmvirinae,Phapecoctavirus,Klebsiella virus ZCKP1,Klebsiella phage ZCKP1
NC_052656,Caudoviricetes,,,Stephanstirmvirinae,Phapecoctavirus,Phapecoctavirus anhysbys,Escherichia phage anhysbys
NC_052662,Caudoviricetes,,,Stephanstirmvirinae,Phapecoctavirus,Phapecoctavirus Mt1B1P17,Escherichia phage Mt1B1_P17
NC_052658,Caudoviricetes,,,Stephanstirmvirinae,Phapecoctavirus,Phapecoctavirus nepoznato,Escherichia phage nepoznato
NC_052659,Caudoviricetes,,,Stephanstirmvirinae,Phapecoctavirus,Phapecoctavirus nieznany,Escherichia phage nieznany
NC_052654,Caudoviricetes,,,Stephanstirmvirinae,Phapecoctavirus,Phapecoctavirus Ro121c4YLVW,Escherichia phage vB_EcoM-Ro121c4YLVW
NC_052660,Caudoviricetes,,,Stephanstirmvirinae,Phapecoctavirus,Phapecoctavirus tuntematon,Escherichia phage tuntematon
NC_052661,Caudoviricetes,,,Stephanstirmvirinae,Phapecoctavirus,Phapecoctavirus ukendt,Escherichia phage ukendt
NC_009812,Caudoviricetes,,,Trabyvirinae,Jelitavirus,Jelitavirus B025,Listreria phage B025
NC_024387,Caudoviricetes,,,Trabyvirinae,Slepowronvirus,Slepowronvirus LP101,Listeria phage LP-101
NC_049900,Caudoviricetes,,,Trabyvirinae,Slepowronvirus,Slepowronvirus LPHM00113468,Listeria phage LP-HM00113468
NC_047739,Caudoviricetes,,,Tybeckvirinae,Douglaswolinvirus,Douglaswolinvirus B2,Lactobacillus phage ATCC 8014-B2
NC_047897,Caudoviricetes,,,Tybeckvirinae,Lenusvirus,Lenusvirus lenus,Lactobacillus phage Lenus
NC_047925,Caudoviricetes,,,Tybeckvirinae,Lenusvirus,Lenusvirus nyseid,Lactobacillus phage Nyseid
NC_047760,Caudoviricetes,,,Tybeckvirinae,Lenusvirus,Lenusvirus SAC12,Lactobacillus phage SA-C12
NC_026609,Caudoviricetes,,,Tybeckvirinae,Lidleunavirus,Lidleunavirus Ldl1,Lactobacillus phage Ldl1
NC_048104,Caudoviricetes,,,Tybeckvirinae,Lidleunavirus,Lidleunavirus ViSo2018a,Lactobacillus phage ViSo-2018a
NC_047931,Caudoviricetes,,,Tybeckvirinae,Maenadvirus,Maenadvirus maenad,Lactobacillus phage Maenad
NC_047764,Caudoviricetes,,,Tybeckvirinae,Maenadvirus,Maenadvirus P1,Lactobacillus phage P1
NC_047918,Caudoviricetes,,,Tybeckvirinae,Maenadvirus,Maenadvirus satyr,Lactobacillus phage Satyr
NC_025830,Caudoviricetes,,,Vequintavirinae,Avunavirus,Avunavirus Av05,Escherichia phage Av-05
NC_017974,Caudoviricetes,,,Vequintavirinae,Certrevirus,Certrevirus CR3,Cronobacter phage CR3
NC_024354,Caudoviricetes,,,Vequintavirinae,Certrevirus,Certrevirus CR8,Cronobacter phage CR8
NC_023717,Caudoviricetes,,,Vequintavirinae,Certrevirus,Certrevirus CR9,Cronobacter phage CR9
NC_028672,Caudoviricetes,,,Vequintavirinae,Certrevirus,Certrevirus PBES02,Cronobacter phage PBES 02
NC_020201,Caudoviricetes,,,Vequintavirinae,Certrevirus,Certrevirus phiTE,Pectobacterium phage phiTE
NC_048828,Caudoviricetes,,,Vequintavirinae,Henunavirus,Henunavirus hena1,Erwinia phage Hena1
NC_048807,Caudoviricetes,,,Vequintavirinae,Henunavirus,Henunavirus SNUABM01,Erwinia phage pEp_SNUABM_01
NC_048656,Caudoviricetes,,,Vequintavirinae,Mydovirus,Mydovirus BIS47,Klebsiella phage vB_KpnM_BIS47
NC_028659,Caudoviricetes,,,Vequintavirinae,Mydovirus,Mydovirus KB57,Klebsiella phage vB_KpnM_KB57
NC_048647,Caudoviricetes,,,Vequintavirinae,Mydovirus,Mydovirus KNP2,Klebsiella phage KNP2
NC_048873,Caudoviricetes,,,Vequintavirinae,Mydovirus,Mydovirus KpS8,Klebsiella phage KpS8
NC_048741,Caudoviricetes,,,Vequintavirinae,Mydovirus,Mydovirus mydo,Proteus phage Mydo
NC_048682,Caudoviricetes,,,Vequintavirinae,Mydovirus,Mydovirus Ro1,Raoultella phage Ro1
NC_022968,Caudoviricetes,,,Vequintavirinae,Seunavirus,Seunavirus 4MG,Escherichia phage 4MG
NC_019400,Caudoviricetes,,,Vequintavirinae,Seunavirus,Seunavirus GAP31,Cronobacter phage vB_CsaM_GAP31
NC_016071,Caudoviricetes,,,Vequintavirinae,Seunavirus,Seunavirus PVPSE1,Salmonella phage PVPSE1
NC_027351,Caudoviricetes,,,Vequintavirinae,Seunavirus,Seunavirus SSE121,Salmonella phage SSE121
NC_041869,Caudoviricetes,,,Vequintavirinae,Vequintavirus,Vequintavirus APECc02,Escherichia phage APECc02
NC_024134,Caudoviricetes,,,Vequintavirinae,Vequintavirus,Vequintavirus FFH2,Escherichia phage FFH2
NC_019517,Caudoviricetes,,,Vequintavirinae,Vequintavirus,Vequintavirus FV3,Escherichia phage FV3
NC_022323,Caudoviricetes,,,Vequintavirinae,Vequintavirus,Vequintavirus JES2013,Escherichia phage JES2013
NC_041871,Caudoviricetes,,,Vequintavirinae,Vequintavirus,Vequintavirus murica,Escherichia phage Murica
NC_028248,Caudoviricetes,,,Vequintavirinae,Vequintavirus,Vequintavirus slur16,Escherichia phage slur16
NC_011041,Caudoviricetes,,,Vequintavirinae,Vequintavirus,Vequintavirus V5,Escherichia phage V5
NC_041937,Caudoviricetes,,,Vequintavirinae,Vequintavirus,Vequintavirus V18,Escherichia phage V18
NC_051605,Caudoviricetes,,,Weiservirinae,Amginevirus,Amginevirus amgine,Mycobacterium phage Amgine
NC_051606,Caudoviricetes,,,Weiservirinae,Amginevirus,Amginevirus amohnition,Mycobacterium phage Amohnition
NC_051607,Caudoviricetes,,,Weiservirinae,Amginevirus,Amginevirus darthP,Mycobacterium phage DarthP
NC_051608,Caudoviricetes,,,Weiservirinae,Amginevirus,Amginevirus ekdilam,Mycobacterium phage Ekdilam
NC_051609,Caudoviricetes,,,Weiservirinae,Amginevirus,Amginevirus ellie,Mycobacterium phage Ellie
NC_051588,Caudoviricetes,,,Weiservirinae,Aminayvirus,Aminayvirus aminay,Mycobacterium phage Aminay
NC_051610,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus adephagia,Mycobacterium phage Adephagia
NC_051611,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus adonis,Mycobacterium phage Adonis
NC_051612,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus alishaPH,Mycobacterium phage AlishaPH
NC_051613,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus amelie,Mycobacterium phage Amelie
NC_042031,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus anaya,Mycobacterium phage Anaya
NC_014458,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus angelica,Mycobacterium phage Angelica
NC_051614,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus apocalypse,Mycobacterium phage Apocalypse
NC_051615,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus beezoo,Mycobacterium phage Beezoo
NC_051616,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus bella96,Mycobacterium phage Bella96
NC_051617,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus chris,Mycobacterium phage Chris
NC_014459,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus crimD,Mycobacterium phage CrimD
NC_051618,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus curiosium,Mycobacterium phage Curiosium
NC_042332,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus JAWS,Mycobacterium phage JAWS
NC_051619,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus kisi,Mycobacterium phage KiSi
NC_051620,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus lasthope,Mycobacterium phage LastHope
NC_051621,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus laterM,Mycobacterium phage LaterM
NC_051622,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus markphew,Mycobacterium phage MarkPhew
NC_051623,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus marshawn,Mycobacterium phage Marshawn
NC_028978,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus murucutumbu,Mycobacterium phage Murucutumbu
NC_051624,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus nibb,Mycobacterium phage Nibb
NC_051625,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus niklas,Mycobacterium Phage Niklas
NC_051626,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus prithvi,Mycobacterium phage Prithvi
NC_051627,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus sirphilip,Mycobacterium phage SirPhilip
NC_051628,Caudoviricetes,,,Weiservirinae,Anayavirus,Anayavirus urkel,Mycobacterium phage Urkel
