LABELS
SEPARATOR COMMA

DATA
NC_021317,NC_021317_Jerseyvirus L13
NC_041968,NC_041968_Nankokuvirus G1
NC_015272,NC_015272_Nankokuvirus KPP10
NC_022970,NC_022970_Nankokuvirus PAKP3
NC_028882,NC_028882_Nankokuvirus PS24
NC_048038,NC_048038_Neferthenavirus neferthena
NC_049955,NC_049955_Nesevirus ev243
NC_049954,NC_049954_Nesevirus nv2G7b
NC_024215,NC_024215_Nevevirus P078
NC_024203,NC_024203_Nevevirus P092
NC_024208,NC_024208_Nevevirus P118
NC_024214,NC_024214_Nevevirus P162
NC_042091,NC_042091_Nickievirus nickie
NC_025443,NC_025443_Nonanavirus nv9NA
NC_031004,NC_031004_Nyceiraevirus nyceirae
NC_048678,NC_048678_Nylescharonvirus LE3
NC_048679,NC_048679_Nylescharonvirus LE4
NC_042028,NC_042028_Obolenskvirus AB1
NC_041857,NC_041857_Obolenskvirus AB2
NC_024785,NC_024785_Obolenskvirus AbC62
NC_041998,NC_041998_Obolenskvirus AbP2
NC_017984,NC_017984_Obolenskvirus AP22
NC_031117,NC_031117_Obolenskvirus LZ35
NC_041966,NC_041966_Obolenskvirus WCHABP1
NC_041924,NC_041924_Obolenskvirus WCHABP12
NC_047916,NC_047916_Oengusvirus oengus
NC_042316,NC_042316_Omegavirus baka
NC_023690,NC_023690_Omegavirus courthouse
NC_042322,NC_042322_Omegavirus littlee
NC_004688,NC_004688_Omegavirus omega
NC_041844,NC_041844_Omegavirus optimus
NC_023738,NC_023738_Omegavirus thibault
NC_048169,NC_048169_Oneupvirus brutongaster
NC_030917,NC_030917_Oneupvirus oneup
NC_030915,NC_030915_Orchidvirus orchid
NC_009803,NC_009803_Oshimavirus P2345
NC_009804,NC_009804_Oshimavirus P7426
NC_031915,NC_031915_Paclarkvirus ARI04684
NC_022791,NC_022791_Paclarkvirus BHN167
NC_003050,NC_003050_Paclarkvirus MM1
NC_022764,NC_022764_Pagevirus page
NC_028926,NC_028926_Pagevirus palmer
NC_027372,NC_027372_Pagevirus pascal
NC_022770,NC_022770_Pagevirus pony
NC_027394,NC_027394_Pagevirus pookie
NC_018851,NC_018851_Pahexavirus ATCC29399BC
NC_018847,NC_018847_Pahexavirus ATCC29399BT
NC_027629,NC_027629_Pahexavirus attacne
NC_041954,NC_041954_Pahexavirus keiki
NC_027625,NC_027625_Pahexavirus kubed
NC_027628,NC_027628_Pahexavirus lauchelly
NC_027620,NC_027620_Pahexavirus mrAK
NC_027630,NC_027630_Pahexavirus ouroboros
NC_018842,NC_018842_Pahexavirus P11
NC_018834,NC_018834_Pahexavirus P91
NC_018849,NC_018849_Pahexavirus P105
NC_018839,NC_018839_Pahexavirus P144
NC_018840,NC_018840_Pahexavirus P1001
NC_018838,NC_018838_Pahexavirus P100A
NC_018852,NC_018852_Pahexavirus P100D
NC_018841,NC_018841_Pahexavirus P101A
NC_018845,NC_018845_Pahexavirus P104A
NC_009541,NC_009541_Pahexavirus PA6
NC_027371,NC_027371_Pahexavirus pacnes201215
NC_015454,NC_015454_Pahexavirus PAD20
NC_015453,NC_015453_Pahexavirus PAS50
NC_027336,NC_027336_Pahexavirus PHL009M11
NC_027357,NC_027357_Pahexavirus PHL025M00
NC_022339,NC_022339_Pahexavirus PHL037M02
NC_027391,NC_027391_Pahexavirus PHL041M10
NC_022338,NC_022338_Pahexavirus PHL060L00
NC_027380,NC_027380_Pahexavirus PHL067M01
NC_027333,NC_027333_Pahexavirus PHL070N00
NC_022337,NC_022337_Pahexavirus PHL071N05
NC_041955,NC_041955_Pahexavirus PHL082M03
NC_027385,NC_027385_Pahexavirus PHL092M00
NC_027401,NC_027401_Pahexavirus PHL095N00
NC_022342,NC_022342_Pahexavirus PHL111M01
NC_022334,NC_022334_Pahexavirus PHL112N00
NC_022341,NC_022341_Pahexavirus PHL113M01
NC_022340,NC_022340_Pahexavirus PHL114L00
NC_027362,NC_027362_Pahexavirus PHL116M00
NC_027403,NC_027403_Pahexavirus PHL117M00
NC_041956,NC_041956_Pahexavirus PHL117M01
NC_027367,NC_027367_Pahexavirus PHL132N00
NC_027389,NC_027389_Pahexavirus PHL141N00
NC_027347,NC_027347_Pahexavirus PHL151M00
NC_041957,NC_041957_Pahexavirus PHL151N00
NC_027386,NC_027386_Pahexavirus PHL152M00
NC_027405,NC_027405_Pahexavirus PHL163M00
NC_027346,NC_027346_Pahexavirus PHL171M01
NC_027370,NC_027370_Pahexavirus PHL179M00
NC_027392,NC_027392_Pahexavirus PHL194M00
NC_027295,NC_027295_Pahexavirus PHL199M00
NC_027354,NC_027354_Pahexavirus PHL301M00
NC_027376,NC_027376_Pahexavirus PHL308M00
NC_027623,NC_027623_Pahexavirus pirate
NC_027626,NC_027626_Pahexavirus procrass1
NC_027624,NC_027624_Pahexavirus SKKY
NC_027627,NC_027627_Pahexavirus solid
NC_027622,NC_027622_Pahexavirus stormborn
NC_027621,NC_027621_Pahexavirus wizzo
NC_011357,NC_011357_Pankowvirus pv1717
NC_049943,NC_049943_Pankowvirus pv2851
NC_049945,NC_049945_Pankowvirus WGPS6
NC_049944,NC_049944_Pankowvirus WGPS8
NC_011356,NC_011356_Pankowvirus YYZ2008
NC_022053,NC_022053_Papyrusvirus papyrus
NC_042033,NC_042033_Papyrusvirus send513
NC_048758,NC_048758_Parlovirus parlo
NC_023691,NC_023691_Patiencevirus patience
NC_016767,NC_016767_Pavtokvirus PEp14
NC_026600,NC_026600_Pbunavirus Ab28
NC_050150,NC_050150_Pbunavirus antinowhere
NC_048675,NC_048675_Pbunavirus BrSP1
NC_050151,NC_050151_Pbunavirus crassa
NC_050143,NC_050143_Pbunavirus datas
NC_028745,NC_028745_Pbunavirus DL60
NC_041870,NC_041870_Pbunavirus DP1
NC_042080,NC_042080_Pbunavirus E215
NC_042079,NC_042079_Pbunavirus E217
NC_050146,NC_050146_Pbunavirus Epa7
NC_050144,NC_050144_Pbunavirus Epa14
NC_048744,NC_048744_Pbunavirus EPa61
NC_007810,NC_007810_Pbunavirus F8
NC_019935,NC_019935_Pbunavirus KPP12
NC_041865,NC_041865_Pbunavirus KTN6
NC_011165,NC_011165_Pbunavirus LBL3
NC_011166,NC_011166_Pbunavirus LMA2
NC_048699,NC_048699_Pbunavirus LS1
NC_048626,NC_048626_Pbunavirus PA01
NC_041902,NC_041902_Pbunavirus PA5
NC_050148,NC_050148_Pbunavirus Pa193
NC_048806,NC_048806_Pbunavirus PA8P1
NC_050145,NC_050145_Pbunavirus PaGU11
NC_011810,NC_011810_Pbunavirus PB1
NC_028939,NC_028939_Pbunavirus PS44
NC_011703,NC_011703_Pbunavirus pv141
NC_048662,NC_048662_Pbunavirus R12
NC_048663,NC_048663_Pbunavirus R26
NC_048745,NC_048745_Pbunavirus S1
NC_048676,NC_048676_Pbunavirus SL1
NC_011756,NC_011756_Pbunavirus SN
NC_050149,NC_050149_Pbunavirus USP1
NC_028971,NC_028971_Pseudomonas virus DL68
NC_017674,NC_017674_Pseudomonas virus JG024
NC_019451,NC_019451_Pseudomonas virus NH4
NC_020883,NC_020883_Pemunavirus PM1
NC_023735,NC_023735_Pepyhexavirus pepy6
NC_023694,NC_023694_Pepyhexavirus poco6
NC_019447,NC_019447_Perisivirus Pr
NC_019446,NC_019446_Perisivirus Tb
NC_047861,NC_047861_Phabquatrovirus PHB04
NC_054784,NC_054784_Pharaohvirus pharaoh
NC_054787,NC_054787_Pharaohvirus steamy
NC_013646,NC_013646_Phifelvirus FL1
NC_013643,NC_013643_Phifelvirus FL2
NC_013648,NC_013648_Phifelvirus FL3
NC_028662,NC_028662_Phleivirus Phlei
NC_054727,NC_054727_Phreappuccinovirus Phrappuccino
NC_047794,NC_047794_Picardvirus picard
NC_042119,NC_042119_Pikminvirus pikmin
NC_031069,NC_031069_Piorkowskivirus pv9871
NC_031094,NC_031094_Piorkowskivirus pv9872
NC_031023,NC_031023_Piorkowskivirus pv9874
NC_041880,NC_041880_Plaisancevirus PMW
NC_048769,NC_048769_Plateaulakevirus pv2L372D
NC_048770,NC_048770_Plateaulakevirus pv2L372X
NC_048771,NC_048771_Plateaulakevirus pv4L372D
NC_048772,NC_048772_Plateaulakevirus pv4L372XY
NC_031036,NC_031036_Pleeduovirus PLE2
NC_028783,NC_028783_Pleetrevirus iLp84
NC_031125,NC_031125_Pleetrevirus PLE3
NC_042013,NC_042013_Polybotosvirus Atuph07
NC_019527,NC_019527_Popoffvirus pv56
NC_042139,NC_042139_Poushouvirus Poushou
NC_011039,NC_011039_Predatorvirus predator
NC_021539,NC_021539_Psavirus LP302
NC_003291,NC_003291_Psavirus PSA
NC_031279,NC_031279_Pukovnikvirus bactobuster
NC_054814,NC_054814_Pukovnikvirus ironman
NC_054815,NC_054815_Pukovnikvirus phaded
NC_011023,NC_011023_Pukovnikvirus pukovnik
NC_031076,NC_031076_Pulverervirus PFR1
NC_005856,NC_005856_Punavirus P1
NC_042128,NC_042128_Punavirus RCS47
NC_031129,NC_031129_Punavirus SJ46
NC_054723,NC_054723_Puppervirus Pupper
NC_047839,NC_047839_Qingdaovirus J21
NC_008364,NC_008364_Questintvirus Q54
NC_049953,NC_049953_Radostvirus ev099
NC_054955,NC_054955_Rahariannevirus raharianne
NC_048072,NC_048072_Raleighvirus darolandstone
NC_047795,NC_047795_Raleighvirus raleigh
NC_005357,NC_005357_Rauchvirus BPP1
NC_048756,NC_048756_Ravarandavirus kac65v151
NC_048757,NC_048757_Ravarandavirus kac68v161
NC_048637,NC_048637_Ravarandavirus rv2AV2
NC_001901,NC_001901_Ravinvirus N15
NC_054785,NC_054785_Refugevirus darthphader
NC_054786,NC_054786_Refugevirus refuge
NC_048669,NC_048669_Rerduovirus hiro
NC_054762,NC_054762_Rerduovirus phailmary
NC_016653,NC_016653_Rerduovirus RER2
NC_016650,NC_016650_Rerduovirus RGL3
NC_048708,NC_048708_Rerduovirus takoda
NC_023566,NC_023566_Rigallicvirus P106B
NC_042016,NC_042016_Rimavirus drgrey
NC_041889,NC_041889_Rimavirus rima
NC_008722,NC_008722_Rockefellervirus CNPH82
NC_031241,NC_031241_Rockefellervirus CNPx
NC_055036,NC_055036_Rockefellervirus IME134801
NC_018281,NC_018281_Rockefellervirus IPLA5
NC_018284,NC_018284_Rockefellervirus IPLA7
NC_008723,NC_008723_Rockefellervirus PH15
NC_029008,NC_029008_Rockvillevirus phi4J1
NC_047977,NC_047977_Rogerhendrixvirus hendrix
NC_048027,NC_048027_Ronaldovirus fryberger
NC_048028,NC_048028_Ronaldovirus ronaldo
NC_054433,NC_054433_Rosariovirus Weirdo19ES
NC_048864,NC_048864_Rosemountvirus birk
NC_031250,NC_031250_Rosemountvirus BP63
NC_048763,NC_048763_Rosemountvirus SE13
NC_048649,NC_048649_Rosemountvirus UPFBP2
NC_048863,NC_048863_Rosemountvirus yarpen
NC_042037,NC_042037_Roufvirus pIS4A
NC_047906,NC_047906_Rowavirus rowa
NC_053172,NC_053172_Ruthyvirus dumpsterdude
NC_048019,NC_048019_Ruthyvirus ruthy
NC_005887,NC_005887_Ryyoungvirus bcepC6B
NC_048080,NC_048080_Saclayvirus Aci05
NC_048074,NC_048074_Saclayvirus Aci011
NC_048075,NC_048075_Saclayvirus Aci022
NC_054792,NC_054792_Sagamiharavirus PP
NC_048892,NC_048892_Saintgironsvirus LE1
NC_048077,NC_048077_Salmondvirus JA11
NC_048053,NC_048053_Salmondvirus JA29
NC_031918,NC_031918_Saltrevirus sv64795sal3
NC_041877,NC_041877_Samunavirus SM1
NC_048791,NC_048791_Samwavirus adelaide
NC_048787,NC_048787_Samwavirus dina
NC_048069,NC_048069_Samwavirus samW
NC_048780,NC_048780_Samwavirus StAB
NC_048789,NC_048789_Samwavirus stiles
NC_056724,NC_056724_Sandinevirus BK5T
NC_047756,NC_047756_Caulobacter virus Sansa
NC_023607,NC_023607_Santafevirus sf40AC
NC_018086,NC_018086_Saphexavirus BC611
NC_041959,NC_041959_Saphexavirus IMEEF1
NC_041960,NC_041960_Saphexavirus SAP6
NC_021868,NC_021868_Saphexavirus SPQS1
NC_041861,NC_041861_Saphexavirus VD13
NC_049850,NC_049850_Sarumanvirus bcepsaruman
NC_049851,NC_049851_Sarumanvirus bcepsauron
NC_014229,NC_014229_Sasdunavirus SASD1
NC_047786,NC_047786_Sashavirus sasha
NC_047880,NC_047880_Sasquatchvirus Y3
NC_009799,NC_009799_Sasvirus BFK20
NC_049941,NC_049941_Sawaravirus WGPS2
NC_042042,NC_042042_Scapunavirus scap1
NC_019928,NC_019928_Schmidvirus KHP30
NC_019931,NC_019931_Schmidvirus KHP40
NC_019512,NC_019512_Schmidvirus sv1961P
NC_019519,NC_019519_Schmittlotzvirus sv771
NC_031255,NC_031255_Schnabeltiervirus schnabeltier
NC_048144,NC_048144_Schubertvirus schubert
NC_054640,NC_054640_Segzyvirus segz1
NC_000935,NC_000935_Sendosyvirus APSE1
NC_011551,NC_011551_Sendosyvirus APSE2
NC_055037,NC_055037_Seongbukvirus MH1
NC_010821,NC_010821_Serwervirus 201phi21
NC_047757,NC_047757_Seussvirus seuss
NC_023582,NC_023582_Sextaecvirus SEP9
NC_024355,NC_024355_Sextaecvirus sextaec
NC_028807,NC_028807_Sfunavirus SF1
NC_029094,NC_029094_Shandongvirus H101
NC_028914,NC_028914_Sheenvirus Sheen
NC_028838,NC_028838_Sherbrookevirus CD506
NC_028951,NC_028951_Sherbrookevirus CD4811
NC_029001,NC_029001_Sherbrookevirus CDHM11
NC_029116,NC_029116_Sherbrookevirus CDHM13
NC_048665,NC_048665_Sherbrookevirus CDHM14
NC_019422,NC_019422_Sherbrookevirus MMP04
NC_049340,NC_049340_Shirahamavirus PTm1
NC_031924,NC_031924_Shuimuvirus IME207
NC_028952,NC_028952_Siftrevirus SF3
NC_048112,NC_048112_Skarprettervirus skarpretter
NC_054646,NC_054646_Skatevirus BS5
NC_054641,NC_054641_Skatevirus KFSSE2
NC_054645,NC_054645_Skatevirus LPST10
NC_054643,NC_054643_Skatevirus SeSz2
NC_054642,NC_054642_Skatevirus Seszw1
NC_054639,NC_054639_Skatevirus skate
NC_054644,NC_054644_Skatevirus VSt472
NC_054725,NC_054725_Skogvirus Skog
NC_049354,NC_049354_Skunavirus A16
NC_017688,NC_017688_Skunavirus ASCC191
NC_017695,NC_017695_Skunavirus ASCC273
NC_017702,NC_017702_Skunavirus ASCC281
NC_017698,NC_017698_Skunavirus ASCC465
NC_017696,NC_017696_Skunavirus ASCC532
NC_049355,NC_049355_Skunavirus B1127
NC_011046,NC_011046_Skunavirus bibb29
NC_049425,NC_049425_Skunavirus bIBB5g1
NC_049426,NC_049426_Skunavirus bIBBF12
NC_001909,NC_001909_Skunavirus bIL170
NC_049351,NC_049351_Skunavirus caseusJM1
NC_013155,NC_013155_Skunavirus CB13
NC_013152,NC_013152_Skunavirus CB14
NC_013153,NC_013153_Skunavirus CB19
NC_049483,NC_049483_Skunavirus CHPC52
NC_049480,NC_049480_Skunavirus CHPC129
NC_049481,NC_049481_Skunavirus CHPC361
NC_049482,NC_049482_Skunavirus CHPC362
NC_049484,NC_049484_Skunavirus CHPC781
NC_049485,NC_049485_Skunavirus CHPC958
NC_049486,NC_049486_Skunavirus CHPC959
NC_049487,NC_049487_Skunavirus CHPC964
NC_049488,NC_049488_Skunavirus CHPC965
NC_049367,NC_049367_Skunavirus E1127
NC_049358,NC_049358_Skunavirus F0139
NC_049347,NC_049347_Skunavirus fd13
NC_049375,NC_049375_Skunavirus i0139
NC_049365,NC_049365_Skunavirus JF1
NC_021860,NC_021860_Skunavirus jm2
NC_021854,NC_021854_Skunavirus jm3
NC_049361,NC_049361_Skunavirus L6
NC_049359,NC_049359_Skunavirus L18
NC_049369,NC_049369_Skunavirus Lj
NC_049422,NC_049422_Skunavirus LP0209
NC_049423,NC_049423_Skunavirus LP0903
NC_049416,NC_049416_Skunavirus LP8511
NC_049417,NC_049417_Skunavirus LP9207
NC_049418,NC_049418_Skunavirus LP9404
NC_049419,NC_049419_Skunavirus LP9609
NC_049420,NC_049420_Skunavirus LP9903
NC_049421,NC_049421_Skunavirus LP9908
NC_049424,NC_049424_Skunavirus LP1502a
NC_049368,NC_049368_Skunavirus M1127
NC_049434,NC_049434_Skunavirus MP1
NC_049447,NC_049447_Skunavirus MV10L
NC_008363,NC_008363_Skunavirus P008
NC_049348,NC_049348_Skunavirus p272
NC_049349,NC_049349_Skunavirus P475
NC_049475,NC_049475_Skunavirus P656
NC_021852,NC_021852_Skunavirus P680
NC_049474,NC_049474_Skunavirus P1532
NC_049476,NC_049476_Skunavirus P4565
NC_049381,NC_049381_Skunavirus R31
NC_049370,NC_049370_Skunavirus S0139
NC_001835,NC_001835_Skunavirus sk1
NC_028900,NC_028900_Skunavirus Sl4
NC_021855,NC_021855_Skunavirus sv7
NC_049352,NC_049352_Skunavirus sv15
NC_049362,NC_049362_Skunavirus sv42
NC_049363,NC_049363_Skunavirus sv44
NC_049360,NC_049360_Skunavirus sv109
NC_049353,NC_049353_Skunavirus sv145
NC_049366,NC_049366_Skunavirus sv155
NC_049356,NC_049356_Skunavirus sv193
NC_021853,NC_021853_Skunavirus sv340
NC_049357,NC_049357_Skunavirus sv512
NC_008370,NC_008370_Skunavirus sv712
NC_049346,NC_049346_Skunavirus sv936
NC_049397,NC_049397_Skunavirus sv05601
NC_049398,NC_049398_Skunavirus sv16802
NC_049374,NC_049374_Skunavirus sv10W18
NC_049377,NC_049377_Skunavirus sv13W11L
NC_049373,NC_049373_Skunavirus sv16W23
NC_049399,NC_049399_Skunavirus sv30804
NC_049400,NC_049400_Skunavirus sv37201
NC_049401,NC_049401_Skunavirus sv38503
NC_049402,NC_049402_Skunavirus sv38507
NC_049376,NC_049376_Skunavirus sv3R16S
NC_049403,NC_049403_Skunavirus sv51701
NC_049404,NC_049404_Skunavirus sv56003
NC_049405,NC_049405_Skunavirus sv56301
NC_049406,NC_049406_Skunavirus sv57001
NC_049407,NC_049407_Skunavirus sv62601
NC_049408,NC_049408_Skunavirus sv62605
NC_049409,NC_049409_Skunavirus sv63302
NC_049410,NC_049410_Skunavirus sv66901
NC_049411,NC_049411_Skunavirus sv79201
NC_049412,NC_049412_Skunavirus sv88605
NC_049446,NC_049446_Skunavirus sv8V08
NC_049364,NC_049364_Skunavirus sv91127
NC_049413,NC_049413_Skunavirus sv96401
NC_049414,NC_049414_Skunavirus sv96403
NC_049415,NC_049415_Skunavirus sv96603
NC_022774,NC_022774_Slashvirus slash
NC_028856,NC_028856_Slashvirus stahl
NC_022767,NC_022767_Slashvirus staley
NC_028777,NC_028777_Slashvirus stills
NC_048782,NC_048782_Sleepyheadvirus sleepyhead
NC_030936,NC_030936_Smoothievirus bachita
NC_030901,NC_030901_Smoothievirus clubL
NC_030696,NC_030696_Smoothievirus smoothie
NC_048152,NC_048152_Sonalivirus sonali
NC_047862,NC_047862_Sortsnevirus IME279
NC_048178,NC_048178_Sortsnevirus sortsne
NC_030698,NC_030698_Soupsvirus soups
NC_041886,NC_041886_Soupsvirus strosahl
NC_042123,NC_042123_Soupsvirus wait
NC_042132,NC_042132_Sourvirus sour
NC_023571,NC_023571_Sozzivirus S11
NC_023560,NC_023560_Sozzivirus S13
NC_023559,NC_023559_Sozzivirus sv9805
NC_026597,NC_026597_Sparkyvirus sparky
NC_001884,NC_001884_Spbetavirus SPbeta
NC_048631,NC_048631_Spizizenvirus sv105
NC_047973,NC_047973_Squashvirus hyperion
NC_047975,NC_047975_Squashvirus squash
NC_003309,NC_003309_Stanholtvirus E125
NC_009235,NC_009235_Stanholtvirus sv6442
NC_005284,NC_005284_Stanholtvirus sv1026b
NC_028768,NC_028768_Steinhofvirus JWX
NC_028834,NC_028834_Steinhofvirus sv8324
NC_028697,NC_028697_Stonewallvirus A25
NC_054726,NC_054726_Stormageddonvirus Stormageddon
NC_048625,NC_048625_Sukhumvitvirus T25
NC_008376,NC_008376_Svunavirus GBSV1
NC_009737,NC_009737_Svunavirus sv1
NC_054649,NC_054649_Swiduovirus swi2
NC_042092,NC_042092_Tabernariusvirus tabernarius
NC_048701,NC_048701_Tandoganvirus A403
NC_041961,NC_041961_Tankvirus tank
NC_048843,NC_048843_Tantvirus tant
NC_047914,NC_047914_Taranisvirus taranis
NC_047990,NC_047990_Terapinvirus suzy
NC_031001,NC_031001_Terapinvirus terapin
NC_049807,NC_049807_Teubervirus AM6
NC_049806,NC_049806_Teubervirus LW31
NC_012663,NC_012663_Teubervirus P087
NC_049808,NC_049808_Teubervirus P596
NC_049805,NC_049805_Teubervirus Q1
NC_031245,NC_031245_Thornevirus SP15
NC_018853,NC_018853_Tigunavirus TG1
NC_019930,NC_019930_Tijeunavirus TJE1
NC_054789,NC_054789_Timshelvirus droogsarmy
NC_021308,NC_021308_Timshelvirus HINdeR
NC_054788,NC_054788_Timshelvirus SWU2
NC_041983,NC_041983_Timshelvirus timshel
NC_028865,NC_028865_Tinduovirus TIN2
NC_028966,NC_028966_Tinduovirus TIN3
NC_041963,NC_041963_Titanvirus rcspartan
NC_029097,NC_029097_Titanvirus rctitan
NC_047915,NC_047915_Toutatisvirus toutatis
NC_055039,NC_055039_Triavirus fPfSau02
NC_011612,NC_011612_Triavirus IPLA35
NC_055040,NC_055040_Triavirus JS02
NC_055041,NC_055041_Triavirus LH1
NC_055042,NC_055042_Triavirus P240
NC_022758,NC_022758_Triavirus R1988
NC_055043,NC_055043_Triavirus SA137ruMSSAST121PVL
NC_055044,NC_055044_Triavirus SAP11
NC_002661,NC_002661_Triavirus SLT
NC_055045,NC_055045_Triavirus st1
NC_055046,NC_055046_Triavirus st5
NC_055047,NC_055047_Triavirus st30
NC_055048,NC_055048_Triavirus st78
NC_055049,NC_055049_Triavirus st121mssa
NC_021323,NC_021323_Triavirus StauST3982
NC_009762,NC_009762_Triavirus tp3102
NC_028862,NC_028862_Triavirus tv2
NC_004616,NC_004616_Triavirus tv12
NC_007054,NC_007054_Triavirus tv47
NC_055038,NC_055038_Triavirus tv15644
NC_011344,NC_011344_Triavirus tv2958PVL
NC_007053,NC_007053_Triavirus tv3a
NC_007052,NC_007052_Triavirus tv42e
NC_023602,NC_023602_Trigintaduovirus 32HC
NC_051725,NC_051725_Trigintaduovirus rem711
NC_042040,NC_042040_Trinavirus trina
NC_047991,NC_047991_Trinevirus trine
NC_049470,NC_049470_Triplejayvirus tripleJ
NC_054805,NC_054805_Turbidovirus anselm
NC_054806,NC_054806_Turbidovirus benvolio
NC_054807,NC_054807_Turbidovirus bugsy
NC_054808,NC_054808_Turbidovirus centaur
NC_031263,NC_031263_Turbidovirus evilgenius
NC_054809,NC_054809_Turbidovirus fameo
NC_054810,NC_054810_Turbidovirus georgie2
NC_054811,NC_054811_Turbidovirus heffalump
NC_054812,NC_054812_Turbidovirus joshkayV
NC_028877,NC_028877_Turbidovirus larenn
NC_054813,NC_054813_Turbidovirus malec
NC_028794,NC_028794_Turbidovirus piro94
NC_023707,NC_023707_Turbidovirus turbido
NC_054393,NC_054393_Typhavirus typha
NC_004775,NC_004775_Uetakevirus epsilon15
NC_007804,NC_007804_Uetakevirus phiV10
NC_016761,NC_016761_Uetakevirus SPN1S
NC_055050,NC_055050_Uwajimavirus PLgW1
NC_048155,NC_048155_Vashvirus lilbooboo
NC_048154,NC_048154_Vashvirus vash
NC_021861,NC_021861_Vedamuthuvirus BM13
NC_049812,NC_049812_Vedamuthuvirus P1045
NC_049809,NC_049809_Vedamuthuvirus Q33
NC_049810,NC_049810_Vedamuthuvirus vv50902
NC_049811,NC_049811_Vedamuthuvirus vv62503
NC_005345,NC_005345_Veewebvirus vwb
NC_054772,NC_054772_Veracruzvirus babyboy
NC_021533,NC_021533_Veracruzvirus BTCU1
NC_042328,NC_042328_Veracruzvirus heldan
NC_054771,NC_054771_Veracruzvirus MA5
NC_024148,NC_024148_Veracruzvirus phantastic
NC_054773,NC_054773_Veracruzvirus pistachio
NC_042036,NC_042036_Veracruzvirus rockstar
NC_054770,NC_054770_Veracruzvirus veracruz
NC_019722,NC_019722_Vhmlvirus mar
NC_004456,NC_004456_Vhmlvirus VHML
NC_027981,NC_027981_Vhmlvirus VP585
NC_041868,NC_041868_Vhulanivirus Shpa
NC_049465,NC_049465_Vibakivirus vibaki
NC_042107,NC_042107_Vicosavirus NV1
NC_018850,NC_018850_Vicosavirus UFVP2
NC_042120,NC_042120_Vidquintavirus Vid5
NC_019541,NC_019541_Vieuvirus B1251
NC_041866,NC_041866_Vieuvirus R3177
NC_042045,NC_042045_Gordonia virus Lennon
NC_055773,NC_055773_Vividuovirus ailee
NC_055762,NC_055762_Vividuovirus angelicage
NC_055856,NC_055856_Vividuovirus barsten
NC_055774,NC_055774_Vividuovirus bibwit
NC_042108,NC_042108_Vividuovirus brandonk123
NC_055775,NC_055775_Vividuovirus fosterous
NC_055803,NC_055803_Vividuovirus galadriel
NC_055776,NC_055776_Vividuovirus geodirt
NC_055818,NC_055818_Vividuovirus jabberwocky
NC_055819,NC_055819_Vividuovirus keitabear
NC_055864,NC_055864_Vividuovirus love
NC_055808,NC_055808_Vividuovirus mckinley
NC_055777,NC_055777_Vividuovirus nordenberg
NC_055859,NC_055859_Vividuovirus paries
NC_055753,NC_055753_Vividuovirus rofo
NC_055778,NC_055778_Vividuovirus stultus
NC_055779,NC_055779_Vividuovirus tangent
NC_031239,NC_031239_Vividuovirus vivi2
NC_028748,NC_028748_Waukeshavirus BMBtp3
NC_025424,NC_025424_Waukeshavirus waukesha92
NC_007734,NC_007734_Wbetavirus wbeta
NC_041887,NC_041887_Weaselvirus weasel
NC_048784,NC_048784_Whackvirus whack
NC_027120,NC_027120_Whiteheadvirus wv1358
NC_025441,NC_025441_Wifcevirus ECML117
NC_048073,NC_048073_Wifcevirus FEC19
NC_048195,NC_048195_Wifcevirus WFC
NC_048194,NC_048194_Wifcevirus WFH
NC_055798,NC_055798_Wizardvirus Arri
NC_055804,NC_055804_Wizardvirus bakery
NC_055797,NC_055797_Wizardvirus barb
NC_055751,NC_055751_Wizardvirus danyall
NC_055843,NC_055843_Wizardvirus evamon
NC_055816,NC_055816_Wizardvirus fireball
NC_055857,NC_055857_Wizardvirus jambalaya
NC_055752,NC_055752_Wizardvirus kimmyK
NC_055785,NC_055785_Wizardvirus mutzi
NC_055810,NC_055810_Wizardvirus nubi
NC_055920,NC_055920_Wizardvirus phlop
NC_055861,NC_055861_Wizardvirus portcullis
NC_055805,NC_055805_Wizardvirus rogerdodger
NC_055795,NC_055795_Wizardvirus smokingbunny
NC_055765,NC_055765_Wizardvirus tillybobjoe
NC_031052,NC_031052_Wizardvirus twister6
NC_055799,NC_055799_Wizardvirus valary
NC_055796,NC_055796_Wizardvirus vandewege
NC_030913,NC_030913_Wizardvirus wizard
NC_030905,NC_030905_Woesvirus woes
NC_070933,NC_070933_Wolominvirus OH
NC_028818,NC_028818_Woodruffvirus TP1604
NC_028974,NC_028974_Woodruffvirus YDN12
NC_015466,NC_015466_Xiamenvirus RDJL1
NC_041958,NC_041958_Xiamenvirus RDJL2
NC_007709,NC_007709_Xipdecavirus OP1
NC_009543,NC_009543_Xipdecavirus Xop411
NC_004902,NC_004902_Xipdecavirus Xp10
NC_048193,NC_048193_Xuquatrovirus PTXU04
NC_054783,NC_054783_Yeceytrevirus yecey3
NC_020082,NC_020082_Yokohamavirus MSW3
NC_021342,NC_021342_Yokohamavirus PEi21
NC_047815,NC_047815_Yoloswagvirus yoloswag
NC_009231,NC_009231_Yongloolinvirus C2
NC_024144,NC_024144_Yongloolinvirus CDMH1
NC_028883,NC_028883_Yongloolinvirus MMP01
NC_028959,NC_028959_Yongloolinvirus MMP03
NC_031230,NC_031230_Gordonia virus Yvonnetastic
NC_047992,NC_047992_Zetavirus zeta1847
