METADATA

SEPARATOR COMMA
FIELD_LABELS,Order,Family,Subfamily,Genus
NC_031073,Chukonuvirales,Chukonuviridae,Skurskavirinae,Pakpunavirus
NC_042113,Chukonuvirales,Chukonuviridae,Skurskavirinae,Pakpunavirus
NC_019918,Chukonuvirales,Chukonuviridae,Skurskavirinae,Pakpunavirus
NC_041968,Chukonuvirales,Chukonuviridae,Skurskavirinae,Nankokuvirus
NC_031110,Chukonuvirales,Chukonuviridae,Skurskavirinae,Pakpunavirus
NC_041904,Chukonuvirales,Chukonuviridae,Skurskavirinae,Pakpunavirus
NC_019450,Chukonuvirales,Chukonuviridae,Skurskavirinae,Pakpunavirus
NC_041903,Chukonuvirales,Chukonuviridae,Skurskavirinae,Pakpunavirus
NC_030934,Chukonuvirales,Chukonuviridae,Gorskivirinae,Flaumdravirus
NC_042054,Chukonuvirales,Chukonuviridae,Gorskivirinae,Flaumdravirus
NC_023601,Chukonuvirales,Chukonuviridae,Gorskivirinae,Kremarvirus
NC_015272,Chukonuvirales,Chukonuviridae,Skurskavirinae,Nankokuvirus
NC_015294,Chukonuvirales,Chukonuviridae,Skurskavirinae,Pakpunavirus
NC_029065,Chukonuvirales,Chukonuviridae,Gorskivirinae,Kremarvirus
NC_019913,Chukonuvirales,Chukonuviridae,Skurskavirinae,Pakpunavirus
NC_022752,Culverinvirales,Culverinviridae,Guernseyvirinae_1,Jerseyvirus_1
NC_041991,Culverinvirales,Culverinviridae,Guernseyvirinae_1,Jerseyvirus_1
NC_016763,Culverinvirales,Culverinviridae,Guernseyvirinae_1,Jerseyvirus_1
NC_019539,Culverinvirales,Culverinviridae,Guernseyvirinae_1,Jerseyvirus_1
NC_022754,Culverinvirales,Culverinviridae,Guernseyvirinae_1,Jerseyvirus_1
NC_042065,Culverinvirales,Culverinviridae,Guernseyvirinae_1,Jerseyvirus_1
NC_041992,Culverinvirales,Culverinviridae,Guernseyvirinae_1,Jerseyvirus_1
NC_028698,Culverinvirales,Culverinviridae,Guernseyvirinae_1,Jerseyvirus_1
NC_048181,Culverinvirales,Culverinviridae,Guernseyvirinae_1,Kagunavirus_2
NC_021777,Culverinvirales,Culverinviridae,Guernseyvirinae_1,Jerseyvirus_1
NC_021775,Culverinvirales,Culverinviridae,Guernseyvirinae_1,Cornellvirus
NC_042084,Culverinvirales,Culverinviridae,Guernseyvirinae_1,Kagunavirus_2
NC_027993,Culverinvirales,Culverinviridae,Guernseyvirinae_1,Kagunavirus_1
NC_027994,Culverinvirales,Culverinviridae,Guernseyvirinae_1,Kagunavirus_1
NC_041897,Culverinvirales,Culverinviridae,Guernseyvirinae_1,Kagunavirus_1
NC_041898,Culverinvirales,Culverinviridae,Guernseyvirinae_1,Kagunavirus_1
NC_009232,Culverinvirales,Culverinviridae,Guernseyvirinae_1,Jerseyvirus_1
NC_026017,Culverinvirales,Culverinviridae,Guernseyvirinae_1,Jerseyvirus_1
NC_006940,Culverinvirales,Culverinviridae,Guernseyvirinae_1,Jerseyvirus_2
NC_021317,Culverinvirales,Culverinviridae,Guernseyvirinae_2,Jerseyvirus_3
NC_023007,Cutlassvirales,Cutlassviridae,Joanripponvirinae,Tsamsavirus
NC_071044,Cutlassvirales,Cutlassviridae,Joanripponvirinae,Tsamsavirus
NC_071041,Cutlassvirales,Cutlassviridae,Joanripponvirinae,Haetaevirus
NC_071040,Cutlassvirales,Cutlassviridae,Joanripponvirinae,Haetaevirus
NC_071049,Cutlassvirales,Cutlassviridae,Joanripponvirinae,Kenyattavirus
NC_071050,Cutlassvirales,Cutlassviridae,Joanripponvirinae,Zhangjivirus
NC_071046,Cutlassvirales,Cutlassviridae,Joanripponvirinae,Tsamsavirus
NC_071042,Cutlassvirales,Cutlassviridae,Joanripponvirinae,Sophritavirus
NC_071043,Cutlassvirales,Cutlassviridae,Joanripponvirinae,Sophritavirus
NC_071048,Cutlassvirales,Cutlassviridae,Joanripponvirinae,Tsamsavirus
NC_071045,Cutlassvirales,Cutlassviridae,Joanripponvirinae,Tsamsavirus
NC_071047,Cutlassvirales,Cutlassviridae,Joanripponvirinae,Tsamsavirus
NC_071025,Daovirales,Daoviridae,Azeevirinae,Yangvirus
NC_071029,Daovirales,Daoviridae,Azeevirinae,Yangvirus
NC_071028,Daovirales,Daoviridae,Azeevirinae,Yangvirus
NC_071024,Daovirales,Daoviridae,Azeevirinae,Yangvirus
NC_071030,Daovirales,Daoviridae,Azeevirinae,Yangvirus
NC_071027,Daovirales,Daoviridae,Azeevirinae,Yangvirus
NC_071031,Daovirales,Daoviridae,Azeevirinae,Manhattanvirus_2
NC_071023,Daovirales,Daoviridae,Azeevirinae,Yangvirus
NC_048115,Daovirales,Daoviridae,Azeevirinae,Liebevirus
NC_071032,Daovirales,Daoviridae,Azeevirinae,Manhattanvirus_1
NC_071035,Daovirales,Daoviridae,Azeevirinae,Manhattanvirus_1
NC_071034,Daovirales,Daoviridae,Azeevirinae,Yangvirus
NC_071033,Daovirales,Daoviridae,Azeevirinae,Yangvirus
NC_048097,Daovirales,Daoviridae,Azeevirinae,Yangvirus
NC_071026,Daovirales,Daoviridae,Azeevirinae,Yangvirus
NC_048093,Daovirales,Daoviridae,Azeevirinae,Manhattanvirus_1
NC_019719,Durandalvirales,Durandalviridae,Hendrixvirinae_1,Kwaitsingvirus
NC_019767,Durandalvirales,Durandalviridae,Hendrixvirinae_1,Kwaitsingvirus
NC_019714,Durandalvirales,Durandalviridae,Hendrixvirinae_1,Kwaitsingvirus
NC_019709,Durandalvirales,Durandalviridae,Hendrixvirinae_1,Cuauhtlivirus
NC_016160,Durandalvirales,Durandalviridae,Hendrixvirinae_1,Cuauhtlivirus
NC_002167,Durandalvirales,Durandalviridae,Hendrixvirinae_1,Byrnievirus
NC_002166,Durandalvirales,Durandalviridae,Hendrixvirinae_2,Shamshuipovirus
NC_019715,Durandalvirales,Durandalviridae,Hendrixvirinae_1,Kwaitsingvirus
NC_019769,Durandalvirales,Durandalviridae,Hendrixvirinae_1,Wongtaivirus
NC_049926,Durandalvirales,Durandalviridae,Hendrixvirinae_1,Wongtaivirus
NC_019705,Durandalvirales,Durandalviridae,Hendrixvirinae_1,Nochtlivirus
NC_019708,Durandalvirales,Durandalviridae,Hendrixvirinae_1,Nochtlivirus
NC_019710,Durandalvirales,Durandalviridae,Hendrixvirinae_1,Yautsimvirus
NC_019768,Durandalvirales,Durandalviridae,Hendrixvirinae_1,Kwaitsingvirus
NC_007056,Pachyvirales_1,Excaliburviridae,Azeredovirinae_5,Phietavirus_17
NC_007055,Pachyvirales_1,Excaliburviridae,Azeredovirinae_4,Phietavirus_16
NC_054980,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_13
NC_007062,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_6
NC_010147,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_7
NC_007060,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_7
NC_028915,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_8
NC_007065,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_8
NC_007048,Pachyvirales_1,Pilumviridae,Azeredovirinae_2,Dubowvirus_5
NC_028917,Pachyvirales_1,Pilumviridae,Azeredovirinae_3,Phietavirus_14
NC_003288,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_10
NC_030652,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_6
NC_007059,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_9
NC_007061,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_9
NC_007063,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_1
NC_054983,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_1
NC_009526,Pachyvirales_1,Pilumviridae,Azeredovirinae_2,Dubowvirus_1
NC_007050,Pachyvirales_1,Pilumviridae,Azeredovirinae_2,Dubowvirus_1
NC_008583,Pachyvirales_1,Pilumviridae,Azeredovirinae_2,Dubowvirus_1
NC_028913,Pachyvirales_1,Pilumviridae,Azeredovirinae_2,Dubowvirus_1
NC_008798,Pachyvirales_1,Pilumviridae,Azeredovirinae_2,Dubowvirus_2
NC_029010,Pachyvirales_1,Pilumviridae,Azeredovirinae_2,Dubowvirus_2
NC_054973,Pachyvirales_1,Pilumviridae,Azeredovirinae_2,Dubowvirus_2
NC_010808,Pachyvirales_1,Pilumviridae,Azeredovirinae_2,Dubowvirus_2
NC_054975,Pachyvirales_1,Pilumviridae,Azeredovirinae_2,Dubowvirus_2
NC_014460,Pachyvirales_1,Pilumviridae,Azeredovirinae_2,Dubowvirus_6
NC_011614,Pachyvirales_1,Pilumviridae,Azeredovirinae_2,Dubowvirus_7
NC_054978,Pachyvirales_1,Pilumviridae,Azeredovirinae_2,Dubowvirus_8
NC_007064,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_1
NC_021332,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_12
NC_054982,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_3
NC_054976,Pachyvirales_1,Pilumviridae,Azeredovirinae_2,Dubowvirus_3
NC_028859,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_11
NC_021863,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_1
NC_054981,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_1
NC_021326,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_5
NC_023500,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_5
NC_007058,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_2
NC_007057,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_3
NC_028669,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_2
NC_004615,Pachyvirales_1,Pilumviridae,Azeredovirinae_2,Dubowvirus_4
NC_007049,Pachyvirales_1,Pilumviridae,Azeredovirinae_2,Dubowvirus_1
NC_007047,Pachyvirales_1,Pilumviridae,Azeredovirinae_2,Phietavirus_15
NC_054974,Pachyvirales_1,Pilumviridae,Azeredovirinae_2,Dubowvirus_3
NC_054977,Pachyvirales_1,Pilumviridae,Azeredovirinae_2,Dubowvirus_3
NC_028864,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_2
NC_008799,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_4
NC_054979,Pachyvirales_1,Pilumviridae,Azeredovirinae_1,Phietavirus_4
NC_020082,Flintlockvirales,Flintlockviridae,Jameshumphriesvirinae,Sircambvirus
NC_021342,Flintlockvirales,Flintlockviridae,Jameshumphriesvirinae,Sircambvirus
NC_042041,Flintlockvirales,Flintlockviridae,Jameshumphriesvirinae,Sircambvirus
NC_020204,Flintlockvirales,Flintlockviridae,Jameshumphriesvirinae,Sircambvirus
NC_041900,Flintlockvirales,Flintlockviridae,Jameshumphriesvirinae,Sircambvirus
NC_044940,Flintlockvirales,Flintlockviridae,Jameshumphriesvirinae,Sircambvirus
NC_054946,Gladiusvirales,Gladiusviridae,Kantovirinae,Bakolyvirus
NC_054463,Gladiusvirales,Gladiusviridae,Kantovirinae,Bakolyvirus
NC_054461,Gladiusvirales,Gladiusviridae,Kantovirinae,Tsukubavirus
NC_054460,Gladiusvirales,Gladiusviridae,Kantovirinae,Tsukubavirus
NC_054459,Gladiusvirales,Gladiusviridae,Kantovirinae,Tsukubavirus
NC_054458,Gladiusvirales,Gladiusviridae,Kantovirinae,Tsukubavirus
NC_007710,Gladiusvirales,Gladiusviridae,Kantovirinae,Tsukubavirus
NC_009604,Gladiusvirales,Gladiusviridae,Kantovirinae,Naesvirus
NC_005263,Gladiusvirales,Gladiusviridae,Kantovirinae,Naesvirus
NC_005342,Gladiusvirales,Gladiusviridae,Kantovirinae,Naesvirus
NC_004333,Gladiusvirales,Gladiusviridae,Kantovirinae,Naesvirus
NC_024209,Glockvirales,Glockviridae,Dclasvirinae,Onyinyevirus
NC_070765,Glockvirales,Glockviridae,Dclasvirinae,Onyinyevirus
NC_008200,Glockvirales,Glockviridae,Dclasvirinae,Onyinyevirus
NC_051602,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Unicornvirus_2
NC_028759,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Timquatrovirus
NC_051611,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_1
NC_051615,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_1
NC_051631,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_1
NC_051614,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_1
NC_042031,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_1
NC_028978,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_1
NC_051621,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_1
NC_051616,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_1
NC_051628,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_1
NC_051626,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_1
NC_051630,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_1
NC_051620,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_1
NC_051618,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_1
NC_051613,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_3
NC_051601,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Unicornvirus_1
NC_051603,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Unicornvirus_1
NC_051600,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Unicornvirus_1
NC_051610,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_1
NC_051599,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Unicornvirus_1
NC_042332,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_1
NC_014458,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_1
NC_003387,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Timquatrovirus
NC_024147,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Timquatrovirus
NC_051598,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Timquatrovirus
NC_051619,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_2
NC_051624,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_2
NC_051617,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_2
NC_051622,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_2
NC_051623,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_2
NC_051627,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_2
NC_051605,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_2
NC_051609,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_2
NC_051608,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_2
NC_051606,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_2
NC_051607,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_2
NC_051629,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_2
NC_023498,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_2
NC_051625,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_2
NC_014459,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_1
NC_026603,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Keshuvirus
NC_051612,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Anayavirus_1
NC_042325,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Keshuvirus
NC_028846,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Keshuvirus
NC_051596,Atlatlvirales,Atlatlviridae,Weiservirinae_2,Kratiovirus
NC_028832,Atlatlvirales,Atlatlviridae,Weiservirinae_2,Kratiovirus
NC_051597,Atlatlvirales,Atlatlviridae,Weiservirinae_2,Kratiovirus
NC_051595,Atlatlvirales,Atlatlviridae,Weiservirinae_2,Kratiovirus
NC_031035,Atlatlvirales,Atlatlviridae,Weiservirinae_2,Kratiovirus
NC_051593,Atlatlvirales,Atlatlviridae,Weiservirinae_2,Kratiovirus
NC_028947,Atlatlvirales,Atlatlviridae,Weiservirinae_2,Kratiovirus
NC_051594,Atlatlvirales,Atlatlviridae,Weiservirinae_2,Kratiovirus
NC_051588,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Aminayvirus
NC_051604,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Keshuvirus
NC_023724,Atlatlvirales,Atlatlviridae,Weiservirinae_2,Kratiovirus
NC_051591,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Fionnbharthvirus_1
NC_027365,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Fionnbharthvirus_1
NC_042338,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Keshuvirus
NC_051590,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Fionnbharthvirus_1
NC_051592,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Fionnbharthvirus_1
NC_051589,Atlatlvirales,Atlatlviridae,Weiservirinae_1,Fionnbharthvirus_2
NC_070842,Jambiyavirales,Jambiyaviridae,Sejongvirinae,Yihwangvirus
NC_022774,Jambiyavirales,Jambiyaviridae,Sejongvirinae,Slashvirus
NC_028777,Jambiyavirales,Jambiyaviridae,Sejongvirinae,Slashvirus
NC_070844,Jambiyavirales,Jambiyaviridae,Sejongvirinae,Yihwangvirus
NC_070843,Jambiyavirales,Jambiyaviridae,Sejongvirinae,Yihwangvirus
NC_070841,Jambiyavirales,Jambiyaviridae,Sejongvirinae,Yihwangvirus
NC_022767,Jambiyavirales,Jambiyaviridae,Sejongvirinae,Slashvirus
NC_028856,Jambiyavirales,Jambiyaviridae,Sejongvirinae,Slashvirus
NC_070845,Jambiyavirales,Jambiyaviridae,Sejongvirinae,Yihwangvirus
NC_047931,Kalisvirales,Kalisviridae,Tybeckvirinae_1,Maenadvirus_1
NC_048104,Kalisvirales,Kalisviridae,Tybeckvirinae_2,Lidleunavirus
NC_026609,Kalisvirales,Kalisviridae,Tybeckvirinae_2,Lidleunavirus
NC_047760,Kalisvirales,Kalisviridae,Tybeckvirinae_1,Lenusvirus_2
NC_047925,Kalisvirales,Kalisviridae,Tybeckvirinae_1,Lenusvirus_1
NC_047897,Kalisvirales,Kalisviridae,Tybeckvirinae_1,Lenusvirus_1
NC_047764,Kalisvirales,Kalisviridae,Tybeckvirinae_1,Maenadvirus_2
NC_047918,Kalisvirales,Kalisviridae,Tybeckvirinae_1,Maenadvirus_1
NC_047739,Kalisvirales,Kalisviridae,Tybeckvirinae_1,Douglaswolinvirus
NC_028667,Winovirales,Kamikazeviridae,Guarnerosvirinae,Mechnikovvirus
NC_000929,Winovirales,Kamikazeviridae,Guarnerosvirinae,Muvirus
NC_042135,Winovirales,Kamikazeviridae,Guarnerosvirinae,Mechnikovvirus
NC_027382,Winovirales,Kamikazeviridae,Guarnerosvirinae,Muvirus
NC_047913,Winovirales,Kamikazeviridae,Guarnerosvirinae,Mushuvirus
NC_005882,Winovirales,Kamikazeviridae,Guarnerosvirinae,Bcepmuvirus
NC_027986,Winovirales,Kamikazeviridae,Guarnerosvirinae,Mechnikovvirus
NC_006548,Winovirales,Kamikazeviridae,Guarnerosvirinae,Mechnikovvirus
NC_009237,Winovirales,Kamikazeviridae,Guarnerosvirinae,Bcepmuvirus
NC_019411,Khopeshvirales,Khopeshviridae,Dolichocephalovirinae_1,Shapirovirus
NC_019408,Khopeshvirales,Khopeshviridae,Dolichocephalovirinae_1,Poindextervirus
NC_048048,Khopeshvirales,Khopeshviridae,Dolichocephalovirinae_2,Bertelyvirus
NC_048046,Khopeshvirales,Khopeshviridae,Dolichocephalovirinae_2,Colossusvirus
NC_019406,Khopeshvirales,Khopeshviridae,Dolichocephalovirinae_2,Colossusvirus
NC_048047,Khopeshvirales,Khopeshviridae,Dolichocephalovirinae_2,Bertelyvirus
NC_019405,Khopeshvirales,Khopeshviridae,Dolichocephalovirinae_1,Shapirovirus
NC_048045,Khopeshvirales,Khopeshviridae,Dolichocephalovirinae_1,Poindextervirus
NC_027997,Pantevenvirales,Kukriviridae,Eucampyvirinae_1,Firehammervirus_1
NC_027996,Pantevenvirales,Kukriviridae,Eucampyvirinae_1,Firehammervirus_1
NC_019507,Pantevenvirales,Kukriviridae,Eucampyvirinae_1,Firehammervirus_2
NC_016562,Pantevenvirales,Kukriviridae,Eucampyvirinae_2,Fletchervirus
NC_015464,Pantevenvirales,Kukriviridae,Eucampyvirinae_2,Fletchervirus
NC_041896,Pantevenvirales,Kukriviridae,Eucampyvirinae_2,Fletchervirus
NC_042112,Pantevenvirales,Kukriviridae,Eucampyvirinae_2,Fletchervirus
NC_018861,Pantevenvirales,Kukriviridae,Eucampyvirinae_2,Fletchervirus
NC_048777,Labrysvirales,Labrysviridae,Eekayvirinae,Tinytimothyvirus
NC_048877,Labrysvirales,Labrysviridae,Eekayvirinae,Akonivirus_2
NC_048761,Labrysvirales,Labrysviridae,Eekayvirinae,Akonivirus_1
NC_048778,Labrysvirales,Labrysviridae,Eekayvirinae,Akonivirus_1
NC_048165,Lassovirales,Lassoviridae,Kutznervirinae_1,Metamorphoovirus
NC_047976,Lassovirales,Lassoviridae,Kutznervirinae_1,Quhwahvirus
NC_047993,Lassovirales,Lassoviridae,Kutznervirinae_1,Quhwahvirus
NC_048020,Lassovirales,Lassoviridae,Kutznervirinae_1,Quhwahvirus
NC_047988,Lassovirales,Lassoviridae,Kutznervirinae_1,Metamorphoovirus
NC_047989,Lassovirales,Lassoviridae,Kutznervirinae_1,Metamorphoovirus
NC_047987,Lassovirales,Lassoviridae,Kutznervirinae_2,Mementomorivirus
NC_017976,Pugiovirales,Pugioviridae,Gutmannvirinae,Pebcunavirus
NC_048725,Pugiovirales,Pugioviridae,Gutmannvirinae,Carmenvirus
NC_048698,Pugiovirales,Pugioviridae,Gutmannvirinae,Carmenvirus
NC_055707,Salasmavirales_1,Bayonetteviridae,Chebruvirinae,Brujitavirus_1
NC_055815,Salasmavirales_1,Bayonetteviridae,Chebruvirinae,Brujitavirus_1
NC_054452,Salasmavirales_1,Bayonetteviridae,Nclasvirinae,Charlievirus_1
NC_054455,Salasmavirales_1,Bayonetteviridae,Nclasvirinae,Charlievirus_1
NC_042055,Salasmavirales_1,Bayonetteviridae,Nclasvirinae,Charlievirus_1
NC_054453,Salasmavirales_1,Bayonetteviridae,Nclasvirinae,Charlievirus_1
NC_031266,Salasmavirales_1,Bayonetteviridae,Nclasvirinae,Charlievirus_1
NC_054450,Salasmavirales_1,Bayonetteviridae,Nclasvirinae,Charlievirus_2
NC_031243,Salasmavirales_1,Bayonetteviridae,Nclasvirinae,Charlievirus_2
NC_054448,Salasmavirales_1,Bayonetteviridae,Nclasvirinae,Charlievirus_1
NC_054456,Salasmavirales_1,Bayonetteviridae,Nclasvirinae,Charlievirus_1
NC_031281,Salasmavirales_1,Bayonetteviridae,Nclasvirinae,Charlievirus_1
NC_041882,Salasmavirales_1,Bayonetteviridae,Nclasvirinae,Charlievirus_1
NC_023572,Salasmavirales_1,Bayonetteviridae,Nclasvirinae,Charlievirus_4
NC_054451,Salasmavirales_1,Bayonetteviridae,Nclasvirinae,Charlievirus_3
NC_021061,Salasmavirales_1,Bayonetteviridae,Nclasvirinae,Charlievirus_3
NC_054449,Salasmavirales_1,Bayonetteviridae,Nclasvirinae,Charlievirus_2
NC_023729,Salasmavirales_1,Bayonetteviridae,Nclasvirinae,Charlievirus_2
NC_054454,Salasmavirales_1,Bayonetteviridae,Nclasvirinae,Charlievirus_1
NC_023730,Salasmavirales_1,Bayonetteviridae,Nclasvirinae,Charlievirus_1
NC_051740,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Tortellinivirus
NC_011291,Salasmavirales_1,Bayonetteviridae,Chebruvirinae,Brujitavirus_2
NC_051739,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Purkyvirus
NC_028796,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Phayoncevirus
NC_051738,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Phayoncevirus
NC_051727,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Fishburnevirus
NC_053209,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Fishburnevirus
NC_028747,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Fishburnevirus
NC_051729,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Fishburnevirus
NC_051732,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Fishburnevirus
NC_031261,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Fishburnevirus
NC_023697,Salasmavirales_1,Bayonetteviridae,Chebruvirinae,Brujitavirus_1
NC_051730,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Fishburnevirus
NC_021302,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Fishburnevirus
NC_023552,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Fishburnevirus
NC_051737,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Fishburnevirus
NC_051731,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Fishburnevirus
NC_041969,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Fishburnevirus
NC_051735,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Fishburnevirus
NC_051734,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Fishburnevirus
NC_051736,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Fishburnevirus
NC_026605,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Fishburnevirus
NC_023692,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Bignuzvirus
NC_041888,Salasmavirales_1,Bayonetteviridae,Pclasvirinae,Tortellinivirus
NC_005259,Drexlervirales_1,Bazookaviridae,Bclasvirinae_2,Pegunavirus
NC_025438,Drexlervirales_1,Bazookaviridae,Bclasvirinae_2,Pegunavirus
NC_051580,Drexlervirales_1,Bazookaviridae,Bclasvirinae_1,Birdsnestvirus
NC_028803,Drexlervirales_1,Bazookaviridae,Bclasvirinae_2,Pegunavirus
NC_024363,Drexlervirales_1,Bazookaviridae,Bclasvirinae_2,Pegunavirus
NC_028691,Drexlervirales_1,Bazookaviridae,Bclasvirinae_2,Pegunavirus
NC_055750,Drexlervirales_1,Bazookaviridae,Bclasvirinae_2,Pegunavirus
NC_023711,Drexlervirales_1,Bazookaviridae,Bclasvirinae_2,Pegunavirus
NC_023554,Drexlervirales_1,Bazookaviridae,Bclasvirinae_1,Coopervirus_1
NC_055860,Drexlervirales_1,Bazookaviridae,Bclasvirinae_1,Coopervirus_1
NC_023563,Drexlervirales_1,Bazookaviridae,Bclasvirinae_2,Pegunavirus
NC_042034,Drexlervirales_1,Bazookaviridae,Bclasvirinae_1,Coopervirus_1
