genome_accn,genome_name,genome_length,total_proteins,taxonomy_string
NC_048803,"Proteus phage Myduc, complete genome",53392,79,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Chaseviridae; Cleopatravirinae; Myducvirus; Myducvirus myduc
NC_048804,"Stenotrophomonas phage Mendera, complete genome",159961,286,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Menderavirus; Menderavirus mendera
NC_048805,"Klebsiella phage Soft, complete genome",57805,87,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casjensviridae; Yonseivirus; Yonseivirus soft
NC_048806,"Pseudomonas phage PA8P1, complete genome",65690,93,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; Pbunavirus PA8P1
NC_048807,"Erwinia phage pEp_SNUABM_01, complete genome",147321,249,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vequintavirinae; Henunavirus; Henunavirus SNUABM01
NC_048808,"Salmonella phage OSY-STA, partial genome",111039,166,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Epseptimavirus; Epseptimavirus OSYSTA
NC_048809,"Salmonella phage 2-3, complete genome",114986,164,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Epseptimavirus; Epseptimavirus ev23
NC_048810,"Gordonia phage Chikenjars, complete genome",61544,92,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Deejayvirinae; Kenoshavirus; Kenoshavirus chikenjars
NC_048811,"Salmonella phage 1-29, complete genome",111636,159,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Epseptimavirus; Epseptimavirus ev129
NC_048812,"Gordonia phage Gibbin, complete genome",67785,99,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lambovirus; Lambovirus gibbin
NC_048813,"Gordonia phage Ranch, complete genome",66892,101,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lambovirus; Lambovirus ranch
NC_048814,"Gordonia phage Lambo, complete genome",67813,98,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lambovirus; Lambovirus lambo
NC_048815,"Gordonia phage Sadboi, complete genome",67485,97,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lambovirus; Lambovirus sadboi
NC_048816,"Gordonia phage OhMyWard, complete genome",60978,86,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Deejayvirinae; Kenoshavirus; Kenoshavirus ohmyward
NC_048817,"Gordonia phage Tanis, complete genome",59727,93,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Deejayvirinae; Tanisvirus; Tanisvirus tanis
NC_048818,"Escherichia phage VEc33, complete genome",108640,161,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Tequintavirus; Tequintavirus VEc33
NC_048819,"Salmonella phage 1-19, complete genome",110775,156,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Epseptimavirus; Epseptimavirus ev119
NC_048820,"Gordonia phage Jellybones, complete genome",77514,108,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Montyvirus; Montyvirus jellybones
NC_048821,"Photobacterium phage PDCC-1, complete genome",237509,214,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gorgonvirinae; Aphroditevirus; Aphroditevirus PDCC1
NC_048822,"Gordonia phage Avazak, complete genome",60278,93,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Deejayvirinae; Tanisvirus; Tanisvirus avazak
NC_048823,"Gordonia phage Untouchable, complete genome",61623,93,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Deejayvirinae; Kenoshavirus; Kenoshavirus untouchable
NC_048824,"Mycobacterium phage Indlulamithi, complete genome",71538,111,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Indlulamithivirus; Indlulamithivirus indlulamithi
NC_048825,"Gordonia phage Crocheter, complete genome",60531,91,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Deejayvirinae; Kenoshavirus; Kenoshavirus crocheter
NC_048826,"Gordonia phage Yikes, complete genome",68155,98,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lambovirus; Lambovirus yikes
NC_048827,"Vibrio phage vB_VchM_Kuja, complete genome",148180,186,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ackermannviridae; Kujavirus; Kujavirus kuja
NC_048828,"Erwinia phage Hena1, complete genome",148842,240,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vequintavirinae; Henunavirus; Henunavirus hena1
NC_048829,"Flavobacterium phage vB_FspM_lotta8-1, complete genome",34751,53,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Winoviridae; Pippivirus; Pippivirus lotta
NC_048830,"Flavobacterium phage vB_FspM_pippi8-1, complete genome",34711,53,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Winoviridae; Pippivirus; Pippivirus pippi
NC_048831,"Flavobacterium phage vB_FspS_filifjonk9-1, complete genome",38028,68,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Muminvirus; Muminvirus filifjonk
NC_048832,"Flavobacterium phage vB_FspS_hattifnatt9-1, complete genome",39262,76,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Hattifnattvirus; Hattifnattvirus hattifnatt
NC_048833,"Flavobacterium phage vB_FspS_hemulen6-1, complete genome",39039,70,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lillamyvirus; Lillamyvirus hemulen
NC_048834,"Flavobacterium phage vB_FspS_laban6-1, complete genome",43236,57,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Duneviridae; Labanvirus; Labanvirus laban
NC_048835,"Flavobacterium phage vB_FspS_lillamy9-1, complete genome",38268,73,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lillamyvirus; Lillamyvirus lillamy
NC_048836,"Flavobacterium phage vB_FspS_morran9-1, complete genome",38385,73,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lillamyvirus; Lillamyvirus morran
NC_048837,"Flavobacterium phage vB_FspS_mumin9-1, complete genome",38527,67,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Muminvirus; Muminvirus mumin
NC_048838,"Flavobacterium phage vB_FspS_mymlan6-1, complete genome",38501,68,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Muminvirus; Muminvirus mymlan
NC_048839,"Flavobacterium phage vB_FspS_sniff9-1, complete genome",38134,74,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lillamyvirus; Lillamyvirus sniff
NC_048840,"Flavobacterium phage vB_FspS_snork6-1, complete genome",38214,73,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lillamyvirus; Lillamyvirus snork
NC_048841,"Flavobacterium phage vB_FspS_snusmum6-1, complete genome",39365,72,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Muminvirus; Muminvirus snusmum
NC_048842,"Flavobacterium phage vB_FspS_stinky9-1, complete genome",38502,69,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lillamyvirus; Lillamyvirus stinky
NC_048843,"Flavobacterium phage vB_FspS_tant8-1, complete genome",40542,62,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Tantvirus; Tantvirus tant
NC_048844,"Flavobacterium phage vB_FspS_tooticki6-1, complete genome",36912,65,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Muminvirus; Muminvirus tooticki
NC_048845,"Escherichia phage flopper, complete genome",52092,72,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Chaseviridae; Cleopatravirinae; Carltongylesvirus; Carltongylesvirus flopper
NC_048847,"Alteromonas phage vB_AmeM_PT11-V22, complete genome",92760,156,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Myoalterovirus; Myoalterovirus PT11V22
NC_048848,"Butyrivibrio phage Arawn, complete genome",31118,50,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Arawnvirus; Arawnvirus arawn
NC_048849,"Enterobacter phage vB_EclM_CIP9, complete genome",174924,296,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Kanagawavirus; Kanagawavirus cipnine
NC_048850,"Mycobacterium phage Cornie, complete genome",56391,101,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gracegardnervirinae; Cornievirus; Mycobacterium virus Cornie
NC_048851,"Gordonia phage John316, complete genome",77221,109,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Montyvirus; Montyvirus john316
NC_048852,"Salmonella phage L6jm, complete genome",118452,178,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Tequintavirus; Tequintavirus L6jm
NC_048853,"Phage NBEco001, complete genome",116606,172,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Tequintavirus; Tequintavirus NBEco001
NC_048854,"Streptomyces phage JXY1, complete genome",45385,72,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Beephvirinae; Manuelvirus; Manuelvirus JXY1
NC_048855,"Phage NBEco002, complete genome",118118,171,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Tequintavirus; Tequintavirus NBEco002
NC_048856,"Phage NBSal003, complete genome",119416,170,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Tequintavirus; Tequintavirus NBSal003
NC_048857,"Phage NBSal005, complete genome",121040,178,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Tequintavirus; Tequintavirus NBSal005
NC_048858,"Bifidobacterium phage BadAztec1, complete genome",18635,23,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Badaztecvirus; Badaztecvirus badaztec1
NC_048859,"Bifidobacterium phage BadAargau2, complete genome",18899,23,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Badaztecvirus; Badaztecvirus badaargau2
NC_048860,"Microbacterium phage Arete, complete genome",53692,49,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Burrovirus; Burrovirus arete
NC_048861,"Proteus phage Privateer, complete genome",90710,144,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Grimontviridae; Privateervirus; Privateervirus privateer
NC_048862,"Salmonella phage astrithr, complete genome",11569,15,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Astrithrvirus; Astrithrvirus astrithr
NC_048863,"Salmonella phage yarpen, complete genome",52464,69,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Rosemountvirus; Rosemountvirus yarpen
NC_048864,"Salmonella phage birk, complete genome",52767,74,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Rosemountvirus; Rosemountvirus birk
NC_048865,"Salmonella phage oldekolle, complete genome",109372,157,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Tequintavirus; Tequintavirus oldekolle
NC_048866,"Salmonella phage bombadil, complete genome",109539,161,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Epseptimavirus; Epseptimavirus bombadil
NC_048867,"Salmonella phage faergetype, complete genome",110183,161,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Epseptimavirus; Epseptimavirus faergetype
NC_048868,"Salmonella phage rokbiter, complete genome",112006,163,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Epseptimavirus; Epseptimavirus rokbiter
NC_048869,"Salmonella phage fuchur, complete genome",112117,165,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Epseptimavirus; Epseptimavirus fuchur
NC_048870,"Salmonella phage bastian, complete genome",112477,167,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Epseptimavirus; Epseptimavirus bastian
NC_048871,"Salmonella phage oselot, complete genome",113503,171,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Epseptimavirus; Epseptimavirus oselot
NC_048872,"Salmonella phage atrejo, complete genome",114059,167,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Epseptimavirus; Epseptimavirus atrejo
NC_048873,"Klebsiella phage KpS8, complete genome",143800,261,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vequintavirinae; Mydovirus; Mydovirus KpS8
NC_048875,"Pantoea phage vB_PagM_SSEM1, complete genome",54982,97,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Chaseviridae; Cleopatravirinae; Loessnervirus; Loessnervirus SSEM1
NC_048876,"Gordonia phage Secretariat, complete genome",57731,84,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Deejayvirinae; Secretariatvirus; Secretariatvirus secretariat
NC_048877,"Microbacterium phage Phedro, complete genome",54442,55,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Eekayvirinae; Akonivirus; Akonivirus phedro
NC_048878,"Alteromonas phage vB_AcoS-R7M, complete genome",56163,67,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Queuovirinae; Amoyvirus; Amoyvirus R7M
NC_048892,Leptospira biflexa temperate bacteriophage LE1,73623,81,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Saintgironsvirus; Saintgironsvirus LE1
NC_049340,"Tenacibaculum phage PTm1 DNA, complete genome",224680,308,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Shirahamavirus; Shirahamavirus PTm1
NC_049341,"Escherichia phage 503458, complete genome",31194,50,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Xuanwuvirus; Xuanwuvirus xv503458
NC_049342,"Escherichia phage 500465-1, complete genome",39179,57,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Wadgaonvirus; Wadgaonvirus wv5004651
NC_049343,"Escherichia phage 500465-2, complete genome",33041,45,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Gemsvirus; Gemsvirus gv5004652
NC_049344,"Escherichia phage 520873, complete genome",37583,54,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Xuanwuvirus; Xuanwuvirus xv520873
NC_049345,Roseovarius Plymouth Podovirus 1 partial sequence,74704,91,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Rhodovirinae; Plymouthvirus
NC_049346,"Lactococcus phage 936, complete genome",27302,49,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus sv936
NC_049347,"Lactococcus phage fd13, complete genome",30674,53,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus fd13
NC_049348,"Lactococcus lactis phage p272, complete genome",30778,61,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus p272
NC_049349,"Lactococcus lactis phage P475, complete genome",30961,57,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus P475
NC_049350,"Vibrio phage VCO139, complete genome",68964,79,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Pacinivirus; Pacinivirus VCO139
NC_049351,"Lactococcus phage CaseusJM1, complete genome",30692,51,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus caseusJM1
NC_049352,"Lactococcus phage phi15, complete genome",31945,55,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus sv15
NC_049353,"Lactococcus phage phi145, complete genome",30862,55,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus sv145
NC_049354,"Lactococcus phage 936 group phage PhiA.16, complete genome",28349,49,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus A16
NC_049355,"Lactococcus phage 936 group phage PhiB1127, complete genome",28785,53,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus B1127
NC_049356,"Lactococcus phage 936 group phage Phi19.3, complete genome",28811,52,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus sv193
NC_049357,"Lactococcus phage 936 group phage Phi5.12, complete genome",29026,53,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus sv512
NC_049358,"Lactococcus phage 936 group phage PhiF0139, complete genome",30811,57,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus F0139
NC_049359,"Lactococcus phage 936 group phage PhiL.18, complete genome",30882,55,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus L18
NC_049360,"Lactococcus phage 936 group phage Phi109, complete genome",31033,54,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus sv109
NC_049361,"Lactococcus phage 936 group phage PhiL.6, complete genome",31181,59,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus L6
NC_049362,"Lactococcus phage 936 group phage Phi4.2, complete genome",31375,59,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus sv42
NC_049363,"Lactococcus phage 936 group phage Phi44, complete genome",31379,52,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus sv44
NC_049364,"Lactococcus phage 936 group phage Phi91127, complete genome",31495,58,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus sv91127
NC_049365,"Lactococcus phage 936 group phage PhiJF1, complete genome",31901,58,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus JF1
NC_049366,"Lactococcus phage 936 group phage Phi155, complete genome",32150,55,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus sv155
NC_049367,"Lactococcus phage 936 group phage PhiE1127, complete genome",32270,60,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus E1127
NC_049368,"Lactococcus phage 936 group phage PhiM1127, complete genome",32682,59,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus M1127
NC_049369,"Lactococcus phage 936 group phage PhiLj, complete genome",28983,49,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus Lj
NC_049370,"Lactococcus phage 936 group phage PhiS0139, complete genome",30116,53,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus S0139
NC_049371,"Dinoroseobacter phage DS-1410Ws-06, partial genome",76466,77,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Rhodovirinae; Sanyabayvirus; Sanyabayvirus DS1410Ws06
